,Gene,ImportanceScore,Pathway
989,F2R,0.08165520807669287,shuffled_hsa04810_4
990,CXCR4,0.08164582415812727,shuffled_hsa04810_4
991,WASF2,0.11127357094986365,shuffled_hsa04810_5
992,WASF1,0.3390453493709953,shuffled_hsa04810_5
993,APC,0.3987950037612712,shuffled_hsa04810_5
994,ABI2,0.24727365398243187,shuffled_hsa04810_5
995,NCKAP1,0.39766655947232527,shuffled_hsa04810_5
996,BAIAP2,0.3830036560537252,shuffled_hsa04810_5
997,GSN,0.1112482519713199,shuffled_hsa04810_5
998,VCL,0.11124805102312485,shuffled_hsa04810_5
999,PXN,0.1112578943558028,shuffled_hsa04810_5
1000,SLC9A1,0.3237546853966407,shuffled_hsa04810_5
1001,GIT1,0.32543007036762356,shuffled_hsa04810_5
1002,ENAH,0.11128692241562856,shuffled_hsa04810_5
1003,DIAPH3,0.11125009751643115,shuffled_hsa04810_5
1004,CDC42,0.4140469950269962,shuffled_hsa04810_5
1005,RHOA,0.6853332942142103,shuffled_hsa04810_5
1006,ARHGEF6,0.21432192284556156,shuffled_hsa04810_5
1007,GNG12,0.13240749221381418,shuffled_hsa04810_5
1008,CRK,0.179544938906888,shuffled_hsa04810_5
1009,BCAR1,0.3311997787652015,shuffled_hsa04810_5
1010,PTK2,1.0,shuffled_hsa04810_5
1011,SRC,0.11123178080644065,shuffled_hsa04810_5
1012,FN1,0.11123208138475904,shuffled_hsa04810_5
1013,F2R,0.1112375894073095,shuffled_hsa04810_5
1014,CXCR4,0.3153556830004267,shuffled_hsa04810_5
