,index,nodeModulation,Contrast,Pathway
293,PIAS3,0.25908596432931613,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
294,PIAS4,21.452829237270517,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
295,PIK3CG,6.168896643011013,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
296,PIKFYVE,0.6481249227808383,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
297,PIM1,1.8369488063493462,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
298,PKN1,109.39809610651213,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
299,PKN2,42.15845878630122,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
300,PKN3,1.1504618124409307,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
301,PLAU,0.19619865312032608,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
302,PLCG1,5.7200196381321735,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
303,PLCG2,20.087765732199173,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
304,PLK3,0.15254326072142274,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
305,PPM1A,1.1714932890918524,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
306,PPM1B,7.192678794796846,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
307,PPP1R12A,59.861955371648406,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
308,PPP1R12B,1.99562079182684,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
309,PPP1R12C,163.54896125859315,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
310,PPP5C,0.11422408651409491,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
311,PREX1,0.3263738058900259,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
312,PRKCA,15.036205052195193,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
313,PRKCB,5.07975766570629,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
314,PRKCD,12.438756888020068,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
315,PRKCG,60.304664016524825,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
316,PRKCQ,47.96507044534572,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
317,PRKCZ,0.11703983686648366,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
318,PTK2,1.5171238994550424,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
319,PTK2B,50.54000959788688,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
320,PTPN11,11.654470490428713,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
321,PTPN2,31.354150307666643,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
322,PTPN6,5.518052108974951,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
323,PXN,69.46419717367044,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
324,PYCARD,8.63369810544711,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
325,RAC1,4.792086758406683,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
326,RAC2,9.00600623068651,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
327,RAC3,2.909984595198934,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
328,RAF1,1777.7464920966295,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
329,RAP1A,6.335375796163757,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
330,RAP1B,6.143892423131933,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
331,RAPGEF2,1.2637042565598406,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
332,RAPGEF3,2.0060359928329015,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
333,RASA1,1.7030949708098264,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
334,RASA2,0.9145829138943375,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
335,RASGRF1,0.24366177256930496,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
336,RASGRP1,1.7254913115238768,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
337,RASGRP2,4.8351858774798195,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
338,RASGRP3,1.2751562057809496,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
339,RASSF5,4.4272680742394686,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
340,RBL2,30.67011151666344,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
341,RBX1,2.0122389186261915,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
342,RDX,0.6328082515278428,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
343,RELA,31.900706021970308,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
344,RELB,22.393121807701707,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
345,RHEB,0.6913158688464303,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
346,RHOA,7.848840494531301,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
347,RICTOR,50.00929899152044,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
348,RIPK1,53.81444591377109,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
349,RIPK3,156.53286261330422,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
350,ROCK1,7.718362489045591,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
351,ROCK2,4.6028377894560935,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
352,RPS6KA4,4.687766065613848,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
353,RPS6KA5,50.12153045776135,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
354,RRAS,0.031919544239015725,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
355,RRAS2,51.74982666199928,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
356,RXRA,0.3783959142350033,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
357,SELL,1.0365260067289845,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
358,SGK1,0.10605177601679733,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
359,SGK3,0.014336990328691304,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
360,SH2D2A,1.0146487981277146,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
361,SHC1,11.605049284065535,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
362,SHC4,0.037290078481263526,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
363,SIPA1,15.681877851649505,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
364,SLC2A1,20.174678353170012,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
365,SLC38A9,0.5435735168618369,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
366,SLC9A1,246.66277519052306,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
367,SOCS1,0.16814764993921508,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
368,SOCS4,2.034365275740763,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
369,SOCS5,1.3945332490647193,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
370,SRC,0.281765305844796,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
371,STAM,0.8997959896965815,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
372,STAT1,12.24417029844821,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
373,STAT2,5.382748262964999,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
374,STAT3,66.833095913373,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
375,STAT5A,22.437212407389815,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
376,STAT5B,5.796564625486428,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
377,STAT6,1.9645602351276708,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
378,STK3,0.06340991850920122,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
379,STK4,108.17062175225671,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
380,SYK,199.36982974969158,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
381,TBC1D7,7.813740755353375,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
382,TELO2,134.4944054434457,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
383,TF,3.768027398097017,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
384,TFRC,0.8850340746134349,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
385,TGFB1,10.87143392812299,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
386,TGFB3,0.21775442884327487,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
387,TGFBR1,0.20454962223875153,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
388,TGFBR2,3.832348227960871,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
389,THBS1,1.4113819049551624,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
390,TIAM1,38.80078876313691,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
391,TIRAP,0.5763220116621436,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
392,TLR2,0.16163533310624412,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
393,TLR4,0.2151638419379599,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
394,TNF,2.3178353275088956,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
395,TNFAIP3,0.48478622959748824,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
396,TNFRSF13C,2.3003792357063717,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
397,TNFRSF1A,3.9931948746324353,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
398,TNFRSF1B,0.1443993195472792,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
399,TNFSF13B,0.4351372558145732,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
400,TP53,19.36243692279065,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
401,TRADD,7.8086273865212,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
402,TRAF1,0.4046419933823518,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
403,TRAF2,4.149919649670008,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
404,TRAF3,7.164001975839484,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
405,TRAF5,0.5351293800918421,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
406,TRAF6,0.4496264075921217,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
407,TRIM25,9.304202258469271,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
408,TSC1,67.83588166211186,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
409,TSC2,34.680289377630785,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
410,TTI1,0.09931663431666558,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
411,TYK2,0.24441286262197656,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
412,ULK1,72.28894680319831,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
413,VCL,2.0395379818627544,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
414,VEGFA,22.4136478489429,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
415,VEGFB,1.161674500052831,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
416,VHL,0.10245357447018855,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
417,VTN,3.753376171671895,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
418,WAS,14.83512014335125,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
419,WASF1,18.636010827220797,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
420,WASF2,7.26667661328464,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
421,WASL,0.6536120509553153,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
422,XIAP,4.956155903440845,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
423,YWHAE,5.064026388526916,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
424,ZAP70,0.4425164984364592,"1% O2, CyA+_vs_1% O2, CyA-",metaNetwork
425,ABI2,0.47327791454922896,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
426,ACTR2,3486.115082424598,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
427,ACTR3,0.4003681757454161,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
428,AKT1S1,42.01780986716884,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
429,ARAF,102.46368636863434,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
430,ARHGAP35,28.448730385844954,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
431,ARHGAP5,100.05513997894523,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
432,ARHGEF1,34.38395660824902,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
433,ARHGEF12,0.008215522316574894,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
434,ARHGEF6,71.45980393428691,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
435,ARHGEF7,790.3759925946939,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
436,ARNT,3952.4400199304996,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
437,ARPC2,0.5136610519969466,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
438,ARPC3,0.3908672077490007,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
439,ARPC4,2.893886748588349,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
440,ARPC5,1.7317157253990205,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
441,ATF2,485.01696030369266,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
442,ATF4,5.773496119914876,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
443,ATF6B,0.38084909470770817,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
444,BAD,54.40776734884505,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
445,BAG4,1836.9455177106897,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
446,BAIAP2,3993.1684048004704,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
447,BCAR1,0.09008174248536804,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
448,BCL10,63.98356926944411,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
449,BCL2,0.970564881531892,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
450,BCL2A1,1.1822893387122662,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
451,BCL2L1,1.083005083867218,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
452,BCL2L11,776.2613207983677,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
453,BCL3,3.0419856667227387,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
454,BLNK,2.5717665193162667,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
455,BRAF,51.324854797492016,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
456,BTK,3.3480119537571404,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
457,CACNA1A,0.11687139212092633,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
458,CACNA1D,1.1609538583852443,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
459,CACNA2D4,0.15315954976481846,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
460,CACNB1,14.415803349395201,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
461,CACNB3,1.1188731053694743,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
462,CACNB4,0.1981072460482432,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
463,CARD10,0.22953336341850308,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
464,CARD11,7.12674913257228,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
465,CARD9,3.274363139851388,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
466,CASP1,0.4389362353976498,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
467,CASP10,0.6718702213313659,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
468,CASP3,6.779548077167213,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
469,CASP7,140.05126597411882,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
470,CASP8,1.421982821596812,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
471,CBLB,0.09029739720156538,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
472,CCL5,0.34350589707164547,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
473,CCND1,0.11360528245734945,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
474,CCND2,0.13484599945753994,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
475,CCND3,0.1820634297112836,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
476,CCR10,0.1386354898634526,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
477,CCR9,0.03577857761301836,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
478,CD19,93.16197660445819,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
479,CD226,0.31581466465802743,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
480,CDC42,11.638323902791198,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
481,CDK2,1.0057651131906105,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
482,CDK4,0.1286321797321264,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
483,CDK6,2.902899065999696,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
484,CDKN1A,1.2853806196506115,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
485,CDKN1B,4.586559761948965,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
486,CFLAR,0.2468441334385407,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
487,CLIP1,180.30100185384302,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
488,CNTF,4.843310271989193,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
489,CREB1,22.181520286943023,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
490,CREB3,0.48667999597905076,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
491,CREB5,0.3365950933602015,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
492,CRK,7.048552218833567,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
493,CSF1,0.009858358083981979,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
494,CSF2RB,278.0777226706154,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
495,CSNK2B,8.776780988061464,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
496,CTF1,0.8927140261435831,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
497,CXCL16,2.3123542748799015,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
498,CXCR1,1450.1316162893283,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
499,CXCR2,0.29299920652856604,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
500,CXCR3,0.11918871475164865,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
501,CXCR4,2.8880894053997883,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
502,CXCR5,58.91326104927375,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
503,CYBA,0.4086354244771043,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
504,CYLD,222.99819107964697,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
505,DAB2IP,0.5534600470166738,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
506,DAXX,7.100997670393268,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
507,DDIT4,34.891124107402874,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
508,DDX58,0.526688809519077,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
509,DEPTOR,0.9279012479700245,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
510,DIAPH1,0.09395376072765944,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
511,DIAPH2,2.7438088026106637,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
512,DIAPH3,17882.65421913786,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
513,DNM1L,52.09590709065137,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
514,DOCK2,39.373073781561494,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
515,ECSIT,0.9576461358295456,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
516,EGFR,0.0035565257937833846,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
517,EGR2,0.1337940839204419,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
518,EGR3,0.2137874141502586,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
519,EIF4E,1.126607586235248,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
520,EIF4EBP1,20.552693482030154,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
521,ELMO1,213.5309773450139,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
522,ELOB,7.498331583899375,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
523,ELOC,2.77396176925329,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
524,ENAH,1.7746940809857754,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
525,EP300,2137.166003971033,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
526,EPOR,0.15770232341137805,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
527,ERBB2,0.18842528576076237,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
528,ERBB3,0.04132257251879476,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
529,F11R,5.737726448700516,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
530,F2R,0.026912970990470745,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
531,FADD,40.163993969294914,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
532,FGD1,0.13482594312351956,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
533,FGD3,72.63704572709972,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
534,FGF2,2.3534392829531736,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
535,FGFR1,0.2285311850717525,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
536,FGFR3,0.08558504262608836,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
537,FGFR4,0.7159203830287962,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
538,FGR,37.99167687928773,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
539,FLNA,55.927080574459346,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
540,FLT1,0.9898879290103858,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
541,FLT3,1.2353694012619278,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
542,FLT3LG,0.04343720976258828,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
543,FN1,0.13566365440999148,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
544,FOXO3,0.9003559615923673,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
545,G6PC,1.2009205186591474,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
546,GAPDH,2.2995244473766903,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
547,GIT1,38.00236078096291,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
548,GNA12,0.08306661190186179,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
549,GNA13,1.839228578500527,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
550,GNB1,4.004840897031092,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
551,GNB2,2.7394804927184486,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
552,GNB3,0.38180564644562587,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
553,GNB4,4.551040308891611,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
554,GNB5,0.11652318667153395,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
555,GNG10,0.02158776157323327,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
556,GNG12,1.7092881407495322,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
557,GNG2,0.259815495440653,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
558,GNG3,0.36619351390283617,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
559,GNG5,1.2104931131592414,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
560,GNG7,4.0783031108056065,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
561,GNGT2,0.0714384770168215,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
562,GRB2,1.518725833005363,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
563,GSK3B,0.2140827291778486,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
564,GSN,8.004024674980707,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
565,HCK,0.05166011331647226,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
566,HIF1A,0.5912106235522221,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
567,HMOX1,0.49322389620141666,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
568,HRAS,0.2743648470137825,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
569,HSPB1,10.517833953857778,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
570,ICAM1,15.811021143574768,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
571,ICAM2,61.130597717682626,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
572,ICAM3,0.6696786947442027,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
573,IFNAR1,15.27057672820986,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
574,IFNAR2,0.0031766349927875937,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
575,IFNG,0.5413726877368102,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
576,IFNGR1,0.06129526206137866,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
577,IFNGR2,0.024878735143055174,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
578,IFNLR1,0.1771913049764275,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
579,IGF1R,1952.7787294681032,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
580,IKBKB,1332.3445278099828,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
581,IKBKE,0.15025027617197156,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
582,IKBKG,202.18733945957214,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
583,IL10RA,0.37352536113453366,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
584,IL10RB,0.2544531859722508,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
585,IL11,0.43697151717349564,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
586,IL11RA,1.2078681713293524,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
587,IL12RB1,0.10357183191802735,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
588,IL15RA,0.006893964973621417,"1% O2, CyA-_vs_19% O2, CyA-",metaNetwork
