,Pathway,P-value,Contrast,-log10Pvalue
261,hsa04728,0.5400030632043135,"1% O2, CyA- vs 19% O2, CyA-",0.26760377660488877
262,hsa05219,0.6458078987855262,"1% O2, CyA- vs 19% O2, CyA-",0.18989664749168259
263,hsa00600,0.7102138213597747,"1% O2, CyA- vs 19% O2, CyA-",0.14861088021537355
264,hsa04972,0.602437049871567,"1% O2, CyA- vs 19% O2, CyA-",0.22008832688042662
265,hsa04360,0.11000915615969914,"1% O2, CyA- vs 19% O2, CyA-",0.9585711666222693
266,hsa04722,0.32882580106164977,"1% O2, CyA- vs 19% O2, CyA-",0.48303411321506423
267,hsa00512,0.6599764702817923,"1% O2, CyA- vs 19% O2, CyA-",0.18047154780500832
268,hsa04723,0.7043421019976153,"1% O2, CyA- vs 19% O2, CyA-",0.15221635091088007
269,hsa00601,0.6540732646267009,"1% O2, CyA- vs 19% O2, CyA-",0.18437360237758005
270,hsa05204,0.6765589515049737,"1% O2, CyA- vs 19% O2, CyA-",0.1696943554627256
271,hsa04071,0.5297237513299977,"1% O2, CyA- vs 19% O2, CyA-",0.27595055407912206
272,hsa04213,0.005233525160910748,"1% O2, CyA- vs 19% O2, CyA-",2.2812056835591807
273,hsa04270,0.38515155021494163,"1% O2, CyA- vs 19% O2, CyA-",0.4143683497865769
274,hsa04918,0.5747477765340255,"1% O2, CyA- vs 19% O2, CyA-",0.2405227001645924
275,hsa04657,0.6330437129879886,"1% O2, CyA- vs 19% O2, CyA-",0.19856630000791695
276,hsa00190,0.8559878420060563,"1% O2, CyA- vs 19% O2, CyA-",0.06753240376581268
277,hsa04622,0.5011943216300577,"1% O2, CyA- vs 19% O2, CyA-",0.29999385806635936
278,hsa00052,0.6209735914956787,"1% O2, CyA- vs 19% O2, CyA-",0.20692686892418385
279,hsa04973,0.6653134439309587,"1% O2, CyA- vs 19% O2, CyA-",0.17697370071442006
280,hsa00515,0.6959322472960788,"1% O2, CyA- vs 19% O2, CyA-",0.1574330392080045
281,hsa04659,0.5608888025359552,"1% O2, CyA- vs 19% O2, CyA-",0.2511232300660539
282,hsa00270,0.6469089124230867,"1% O2, CyA- vs 19% O2, CyA-",0.1891568655707434
283,hsa04915,0.5793961155334845,"1% O2, CyA- vs 19% O2, CyA-",0.2370244207788361
284,hsa04216,0.6853646537118218,"1% O2, CyA- vs 19% O2, CyA-",0.16407829718328243
285,hsa04512,0.7667479386047202,"1% O2, CyA- vs 19% O2, CyA-",0.11534738294091017
286,hsa04510,0.47365616228096513,"1% O2, CyA- vs 19% O2, CyA-",0.32453680813772084
287,hsa04668,0.01698752337838934,"1% O2, CyA- vs 19% O2, CyA-",1.76986993257889
288,hsa05226,0.42528028196225276,"1% O2, CyA- vs 19% O2, CyA-",0.371324752798569
289,hsa00770,0.6494350723703123,"1% O2, CyA- vs 19% O2, CyA-",0.18746426125113858
290,hsa05131,0.38870571797982423,"1% O2, CyA- vs 19% O2, CyA-",0.4103790707172794
291,hsa01522,0.01422288978968755,"1% O2, CyA- vs 19% O2, CyA-",1.847012155208937
292,hsa04062,9.975161972138474e-07,"1% O2, CyA- vs 19% O2, CyA-",6.001080043707895
293,hsa04911,0.6149421329019009,"1% O2, CyA- vs 19% O2, CyA-",0.21116575014946612
294,hsa00040,0.6799935091829349,"1% O2, CyA- vs 19% O2, CyA-",0.16749523279301115
295,hsa04930,0.6307186979193479,"1% O2, CyA- vs 19% O2, CyA-",0.20016429397444888
296,hsa05202,0.33173984991191596,"1% O2, CyA- vs 19% O2, CyA-",0.4792023561641501
297,hsa05145,0.6287116922415626,"1% O2, CyA- vs 19% O2, CyA-",0.20154846293790787
298,hsa04380,0.4521853636413032,"1% O2, CyA- vs 19% O2, CyA-",0.3446834990288936
299,hsa04010,0.24411420099198933,"1% O2, CyA- vs 19% O2, CyA-",0.6124069553920499
300,hsa05142,0.7011587347390944,"1% O2, CyA- vs 19% O2, CyA-",0.1541836513381617
301,hsa00020,0.6632730159490559,"1% O2, CyA- vs 19% O2, CyA-",0.1783076708198277
302,hsa04744,0.6196470889401927,"1% O2, CyA- vs 19% O2, CyA-",0.20785558624882758
303,hsa04921,0.2666883074954928,"1% O2, CyA- vs 19% O2, CyA-",0.5739960248106993
