"Gene"	"Gr1_F2..126..Sample..1"	"Gr1_F1..126..Sample..1"	"Gr1_F2..128C..Sample..4"	"Gr2_F2..128N..Control..781"	"Gr1_F1..128C..Sample..4"	"Gr2_F1..128N..Control..781"	"Gr1_F3..126..Sample..1"	"Gr2_F3..128N..Control..781"	"Gr1_F3..128C..Sample..4"
"ATAD2"	11.5020361635994	11.3876942577569	10.6182937248458	10.7879841574821	10.5463157228173	10.7494504655699	11.333267182801	10.515502735334	10.4520352735462
"NUMA1"	10.1979538276101	9.92347605604297	9.97369736630535	10.0478055540076	9.66426949231891	10.3194463294071	10.4477031624969	10.0113670446817	10.1779177921958
"MEF2C"	9.897542972507	9.63771166947682	9.51727569320958	9.66569121703696	9.19770815795585	9.61084029765356	9.81970011247743	9.69627208392586	9.41637531658728
"NUP107"	9.90011206297746	10.0964516244776	10.4062050054189	8.71321465299855	10.526988205432	9.71080643369935	9.6764860417019	9.61673261488183	10.2832041344968
"PDS5B"	6.54225804976692	7.8856963733394	8.5909612413426	9.06312539345879	9.64853734589263	9.30103884990315	7.22496636500027	9.18512320736055	9.1093083171837
"RFTN1"	9.08028457782728	9.1766718338829	9.77544567410286	7.94778302625542	9.67525138605026	8.57818396809009	7.88691589584725	9.05528243550119	8.21237478756727
"MYBBP1A"	8.63517394667492	9.37221210918907	8.81538329581354	9.4980513660353	9.42689369972734	9.80138502968138	9.65553072315564	9.63662462054365	9.72314895704758
"ATF7IP"	6.4643415327611	6.76818432477693	9.73521752202334	9.87252098459166	9.63335855063711	9.95826269732954	5.4262647547021	9.5713734359732	8.71390197794766
"UBTF"	7.46923479366766	6.68650052718322	10.4658724604003	9.95724717460812	9.83003977608083	9.66338020236849	7.46597446450407	9.63372181264101	10.2755425560867
"PAXBP1"	9.18908325799488	9.58120058192496	9.51747255410105	9.6582114827518	9.68123841177781	9.30606168942834	8.70424950200186	9.47715111414164	9.02042441520043
"STK4"	6.64385618977472	8.93928535647869	7.66177809777199	7.06931549454008	9.63099511547536	7.47411151394241	8.95594045128948	9.45100499781799	9.62862780216015
"MTMR12"	10.2904796982513	10.3525952311343	9.87098112422465	9.2001629739997	9.80057638942654	9.67224853027437	10.0446673311841	9.59768014371589	9.48683502156305
"PPFIA1"	11.4026923363762	11.3887707352288	11.1677944519785	9.88493364794976	11.1412769497031	10.4459459840103	10.9526684554894	10.3172995454596	10.6818533151443
"WDR44"	9.82877119385718	10.1282521522774	9.61856903957084	8.65320336203398	9.79165130306317	9.20554891117303	10.2235190867907	9.62388149001346	9.89527232248018
"ARHGAP17"	9.2749604721406	8.95768248616512	8.81442224656679	9.30811145776874	8.56567332962135	7.67807190511264	10.6651582344408	9.18264264443705	10.1337844091799
"RHBDF2"	10.4576886759035	10.2154116578018	9.81874193552774	9.59208323365389	9.69731512171625	9.55650605467193	10.4523442128473	9.66106547980695	9.80671071796523
"EHBP1"	8.16087986183931	8.07360604057494	9.52414989128524	8.70321146739115	9.55918586578773	9.87636346020485	8.33806779754262	9.11165734626313	9.24317398347295
"EIF4ENIF1"	7.51175265376738	8.28123458464702	9.77231457392165	9.6988782658369	10.4780617468028	10.0726685733536	8.09908476089186	9.99223026496589	10.4004525402764
"DOCK10"	7.76686014382955	6.50303064564116	9.32373033752135	9.18413149394059	8.93251005337989	8.96405201104085	7.80864246791806	9.47390864604629	9.63915979510997
"ITGA4"	10.034248735629	10.0845426736419	9.16892278185294	9.28517099920619	9.17367713630342	8.88233736124948	10.5118514651123	8.83541884047548	9.79392838702772
"SEC22B"	9.54939964124664	10.0084286220706	8.61911951145322	8.02569327368077	9.08081752760833	8.1893304006149	9.65785433581572	8.43837603039902	8.70563238736142
"PRR11"	9.72894086840337	9.61654884377899	9.22327773253824	8.89481776330794	9.28794319229146	9.08161658331465	9.6828190626594	8.85393328867793	9.28840470702377
"ERCC6L"	10.0800180290892	9.31424334674856	9.85984534392145	9.00393948568806	9.02264522770884	9.62150246549624	10.1023694375097	9.69661984698429	9.78577938749846
"MICAL3"	4.82781902461732	5.0574502721839	9.38629363515099	8.34207466799914	9.62296694479051	8.27426166125705	4.51727569320958	9.96650545190574	8.467605550083
"PKM"	10.1363503414542	9.95390541512611	9.88172579064223	9.75120928822302	9.65892551149237	9.56662491269185	9.40556697413807	9.72417275014144	9.09169983413681
"PEA15"	6.56529252058102	7.55918586578773	9.80848158751189	9.89117612475454	10.0915676162894	9.4446008137115	7.50382573799575	9.36828818553468	10.2004082260259
"ARHGEF7"	7.31741261376487	5.15785216914174	9.95869770262182	9.22881869049588	9.63335855063711	9.85315357994097	7.50382573799575	9.67630972700068	10.5820478693236
"PPP3CB"	6.93191939010004	6.91767043436176	8.9179687275585	7.57742882803575	9.01178633120661	7.98242322677588	7.20750245925879	8.50064273606281	9.2386435763492
"PGK1"	10.840148475487	11.0026743952024	10.1036812170517	9.44604940671655	10.3886631236194	9.92555443987355	10.4371278442728	9.66355810421727	9.75822321472672
"LYN"	6.76818432477693	7.03342300153745	9.1269625347419	9.32080054888164	9.23290054654249	9.35138098067433	5.76553474636298	9.03342300153745	9.04821438460804
"HPS4"	10.3651194671642	10.6387978999517	9.85346551400508	9.55247698152213	10.087197615578	9.60418254689794	10.3599691318989	9.81970011247743	9.83225711437793
"ACSS2"	10.2018788633	9.92674074483577	9.9242186797485	9.75455350631966	9.67277890037074	9.8743666501409	9.81089291189221	10.0247241392183	9.54997714277182
"ARHGAP35"	9.8812669424939	9.64060646862391	8.90568784852686	9.23457795978457	8.74718596688658	9.43899971873248	9.42185444544339	9.467605550083	8.45450493755737
"MARK3"	9.93088514710565	9.65374077870657	9.46964181723952	9.66249036391378	9.07601387708528	9.42731284413496	9.93634348139549	9.50759645419098	9.55362929391636
"RAD18"	10.7002663068733	10.8434500184587	9.55362929391636	9.10852445677817	9.65391987311942	9.00842862207058	10.8440780280631	8.79798569056491	9.71458897559915
"MAGOHB"	8.79279029430106	9.41341637465164	8.05148086534133	8.96116025813664	8.72587745912023	9.1548181090521	9.45059268142739	9.42269554445622	8.79376585730965
"RBBP8"	10.7342015395582	10.1995496614704	9.8772841335232	10.2946207488916	9.30720080914081	10.1146533281931	10.4300343185735	10.2325408469668	9.52825874275841
"IRF2BPL"	8.13391281423904	8.53605290024021	10.013880937935	10.5691910562654	10.4909511300353	10.2315812094218	8.93634348139549	10.0467147723351	10.4886435398538
"EXOC7"	7.64313466185726	7.56376827845203	8.51254295509686	8.46597446450407	8.3780780559955	8.9442728176116	7.5461227588578	8.40471582659663	8.36675932833517
"CD79A"	9.86835958369303	9.76768789934074	9.40279890664708	9.79197682089869	9.26162483557912	9.79960542245267	9.59637613881257	9.27332938656167	9.15810471969659
"IMMT"	8.46311561989236	6.95535930524299	8.29783336841106	9.10617031694514	7.06608919045777	7.8008998999203	9.60677532430599	8.70701394843505	9.31650781910311
"FUNDC2"	7.95884267524324	8.33136485049545	8.13134253912326	9.33628338786443	8.48220292629595	9.22496636500027	7.80413102118332	9.15431181143649	7.99830835035429
"NFATC3"	9.38543103719352	9.63226821549951	8.60622012128167	9.06770324437316	8.96722625883599	9.17067620949932	9.21383328309929	9.48482289426215	8.58421090130802
"POU2F2"	10.6168244916557	10.7541359027503	10.1333991254172	9.92851837525789	10.3027531469016	10.0323212870579	10.6909582840294	9.74986942739684	10.1903185479418
"PSMD11"	9.21310421964191	9.08852325661663	8.60584986719498	7.27612440527424	8.52786792735825	6.49505552836802	8.79051141189419	6.28909670241999	8.0869323411374
"EIF3H"	7.92540608314137	7.33628338786443	8.19377174339668	8.03837033173068	7.47654370621426	8.1405741777099	8.4524471779147	9.66923941125265	8.54264498688628
"FKBP15"	5.94016675048282	6.74011804283313	9.69488019279919	9.10695545712283	10.0129038332306	10.1163439612375	6.5668151540109	9.59693514238723	9.24507727535967
"MTCL1"	9.34739990950854	9.49165270810227	9.41447383643093	9.38132663886078	9.32057493389316	6.99774402605963	8.70597790168252	9.2592724870376	8.74819284958946
"ATP5F1C"	10.0623160273557	10.1903185479418	9.59730769114099	7.44956137461324	9.65409894530247	8.38111029409905	10.1099612090086	8.13955135239879	9.51707880545207
"CCNYL1"	10.1825185042622	10.6974888880568	9.66941659209916	9.9592775057205	9.96607279482021	9.8665062122262	9.73893668167614	9.79376585730965	9.05988520110095
"TPX2"	8.55995061271308	9.39938474728795	8.09855851793841	8.76420813013995	8.89693781518231	8.07414146275251	8.78757612086964	8.9298501621485	8.27798474729977
"RPRD2"	5.82017896241519	5.71424551766612	9.7901855632105	9.95215881074705	9.54148386405427	9.62003649809878	6.55305325276641	9.32012359804061	9.97713679189199
"INCENP"	9.90583824675904	10.3482855418512	9.11374216604919	9.54920708935568	9.50957709019796	9.50997289130906	10.0116465825708	9.81137469350994	9.23840473932508
"PRR14L"	10.2697111211428	10.1464413922222	9.63208641283518	9.67719108510793	9.37981154378699	9.41362792902417	10.2584482580589	9.74936665860246	9.59245703726808
"ZNF318"	10.2736790601746	9.59488440282247	9.92154344350897	9.43337679337504	9.17167721216976	9.67595703294175	8.75888943272096	9.52825874275841	8.32463061526719
"HIRIP3"	6.19574129324645	5.95419631038687	10.2938164749659	9.53430288245463	10.259507894567	9.97971099070501	6.08746284125034	9.98655314975666	9.8702105772636
"OBI1"	7.30012372456901	8.42122329922514	9.55170826162069	9.6008421143873	10.412358137209	9.56833618213375	5.84046323386954	10.4570730165595	8.0746766862945
"NADK"	9.98641093525204	9.72263678792526	9.6838718686226	8.86542397831313	9.30856656661821	8.62497817956904	10.4157417682901	8.25171909260596	9.98370619265935
"MDC1"	9.4423215104798	9.52454171503585	9.49245409406421	9.28955784835356	9.53857696192052	9.24126817732937	9.21941056308346	9.38758656581935	9.47208155013361
"RRAS2"	8.92035285541508	8.8382584817133	9.67736729213605	9.20774646687728	9.39938474728795	8.73910550679375	8.7921395522779	9.38478375009335	9.41911748212248
"DLGAP5"	8.62497817956904	9.42038134119664	8.45738087907253	8.38973887867698	9.19500302711133	8.49825086752783	9.17317741512042	8.51451681645401	9.05582470013486
"USP1"	10.3737352019007	10.2401950539799	9.61378946447258	10.1936485572086	9.55612281784117	9.32665418847637	10.4592266758085	10.2564445964734	9.6560672737256
"KHSRP"	8.37937836707126	8.62935662007961	8.15633593669436	8.02292258905563	8.41996017784789	8.65499397296372	7.64241277290506	8.46311561989236	7.47735352663456
"RRM2"	10.1158239774362	9.81890167588564	10.3617245025074	9.3983161634002	9.97398429849422	9.58345891013077	10.2302606646698	9.64385618977473	10.5094781229511
"KANK2"	10.7593056627925	10.7880657509578	9.78904451289553	10.2462655589627	9.86959384324078	9.38175923108018	10.7728094101607	9.76254814256653	9.72740997686457
"MTA1"	7.42710328715284	8.28493974248679	8.20896588630656	7.94016675048282	9.22303633790187	8.30058135979597	7.34607044078517	7.93545974780529	8.20506011054465
"RSRC2"	5.59693514238723	5.762880292917	9.38456792317383	10.3727562554788	9.47208155013361	9.53954658023841	5.34695688937888	9.97384083953315	9.80767691626514
"YJU2"	9.94749083485373	9.28586454703185	9.88264304936184	9.72109918870719	9.20261362014849	9.48723711048452	10.0075879723192	10.0039394856881	9.9699620454512
"STAU2"	9.68825030913318	9.88157285747403	9.96246226427846	9.971399852069	10.2589193037054	9.43045255166553	9.58683978796183	9.83778559614527	9.98085360637974
"RBM14"	10.7621328470627	10.5101707511518	10.5531492755985	10.5426449868863	10.3826240265749	9.70787675274333	10.9788534346816	9.7550544710938	10.7497856447643
"ZCCHC17"	8.50937914891469	8.57591736111815	8.2278565730605	7.69905184401685	8.37503943134693	8.10381232942885	7.94016675048282	8.9901039638575	7.72451385311995
"PRRC2B"	3.27798474729977	6.12928301694497	8.74416109557041	9.61268423328404	10.4321242726416	9.57270022648729	5.90689059560852	9.66994800411605	9.98484564975552
"HEMGN"	10.839361278959	10.8627923111104	10.1357092861044	10.0664928732588	10.1324997296285	10.3485068650151	11.0318390222896	10.0102483511753	10.211888294546
"AEBP2"	9.51510844862998	9.1184220243132	8.8820316083521	9.56871618873173	8.4487357980294	9.26068435637966	9.31446995399647	9.44894223647017	8.71321465299855
"MYCBP2"	10.0965833955003	9.07815080773465	9.89739170697177	9.91856512898944	8.95768248616512	9.60547951806167	9.50044356507597	9.61268423328404	9.35996913189887
"NUFIP2"	10.5961897561444	10.4824046313003	10.0585329702016	9.4110872267986	9.82336724004623	9.28978836605652	9.9592775057205	9.4801843236987	9.34362989495905
"NASP"	6.26491169307446	5.456149034648	10.2247252527676	8.3571120915057	8.23409889783732	8.8860013506243	6.04875931191986	9.5836469446753	8.94778302625542
"SMC4"	7.99435343685886	8.05419729438881	9.99435343685886	10.0853396693574	10.1065629404449	9.75655632252409	8.13493964349298	9.85065567642179	10.0463055164936
"TTC33"	8.90327934205614	9	9.01010845347429	9.52512925120397	9.1009251010569	9.90974310767542	9.11322124347957	9.79555267794562	9.08640164588003
"MYO9B"	8.00618579994629	8.46842040186455	9.41214639654068	9.74096128035838	9.89132804336058	9.82320799339439	8.52356195605701	9.77758409710786	9.7279204545632
"CSRP1"	10.220499252639	10.3456270121538	9.83051520697684	9.82017896241519	9.9515761390748	9.54187100884149	10.0894504811159	9.77528104866297	9.6398833131998
"CBX3"	4.21723071622067	5.33985000288462	7.56529252058102	9.16188768237689	8.87958324961278	8.97010589061218	5.71699089440494	9.7693419869341	9.38154295118458
"TACC3"	10.3725386215908	10.3551308208246	9.60325542454685	9.30355245558372	9.69313843834293	8.71183901995903	9.28794319229146	9.59077415776056	8.73335434061383
"EML4"	9.42794133250948	9.96231765494231	9.46291119976579	9.86526930717486	10.1286388128526	9.77807712953536	10.1957412932464	9.79587731679508	10.1821460196332
"MAP3K1"	6.67807190511264	5.94016675048282	9.4908508767403	9.74281466986289	9.20040822602594	9.70251902915328	6.92599941855622	9.9022243547763	9.69731512171625
"CEP128"	8.50541460934675	9.10381232942885	8.67030217007852	8.57478272083875	9.03066713624694	8.62131930101419	9.38801728534514	9.24245960116527	9.36959734627868
"SUCO"	9.28909670241999	9.84517638749257	8.70043971814109	9.06770324437316	9.194264382992	9.09776879341862	10.0736060405749	8.92925840863697	9.50501755552812
"FAM126B"	9.58777751632821	9.33337900662312	8.98099636973059	9.06501215043695	8.68334556167657	7.68018368159249	9.60473853445992	8.87159726561385	8.97269265400426
"SORL1"	8.47126876417358	8.64349547092277	9.39981195932569	8.00898878322725	9.38758656581935	8.335836940378	7.59170933316174	7.62789861587175	8.30606168942834
"ATP1A1"	7.00337736020232	7.18685706717715	9.44356521317828	8.60399717008549	10.0211187864132	7.86913111964429	7.03121873061072	9.58777751632821	9.625160880138
"ZC3HAV1"	10.2289389100735	10.1368629807208	9.48763908737229	9.39596248909992	9.4245862262511	9.8705188454359	9.88417051910844	9.82686622653697	9.26256470208851
"LYSMD3"	9.87159726561385	10.7381767240707	9.08587075533461	8.84987419379562	10.0323212870579	7.97096866052181	10.4019461239765	9.22713456368307	9.67542783013302
"SGPP1"	8.68580001974489	8.60251329745184	9.59898297103609	9.4262647547021	9.80332391904149	9.44997398581035	8.19672506078603	9.4655664048094	9.29920801838728
"DEK"	8.27844945822048	7.60436789989375	9.63915979510997	8.48099210369791	9.6499746511581	8.47735352663456	8.71115071124326	8.83383884355829	9.37655954367033
"CCP110"	10.1212744824096	10.4011995254099	9.51766938813381	9.57497188953251	9.81057163474115	9.75872290706246	10.7892075753473	9.78920757534734	10.1641527077646
"PUM2"	5.40599235967584	6.11478344724985	9.44770316249688	9.84971784645969	10.0350739973776	9.84282173536078	7.38715571766298	9.93604896367662	10.3340497675996
"BORA"	10.0117863312066	9.57478272083875	9.40705527510069	9.0679720778857	8.9005649573591	9.90959311598834	9.38024459047818	9.15050890516397	9.03066713624694
"SIN3A"	7.58270652678079	7.76884595975339	9.72519581722666	9.71304277058447	9.63499250983373	9.60177078840771	7.2240016741981	9.75438647939723	9.66391384211598
"KANSL1"	9.99746178111285	10.1887124646647	9.99717948093762	10.2871351860867	10.1009251010569	10.0295633144327	10.1061703169451	9.80009098762499	10.0555535932956
"BAZ1A"	10.5942312829868	9.56890615450208	9.98228060455828	8.76155123244448	8.96000193206808	9.16390121381454	10.5518043740114	9.12773644358883	9.971399852069
"OSBPL3"	7.35226417325832	8.18487534290828	8.03562390973072	8.47329987114132	8.90779199835005	8.53449743373817	8.49065034924802	9.21383328309929	9.29737486052832
"ARFGAP1"	6.33449676839042	5.72246602447109	8.61434176271485	8.36632221424582	8.35974956032233	7.44128427192704	6.64385618977472	9.02097993890421	8.54187100884149
"WDR62"	9.65713977659315	9.9839911413154	9.27052894238072	9.98042523154384	9.53954658023841	9.55688918972687	9.87344411251538	9.69313843834293	9.45079885435249
"PRPF40A"	6.56224242422107	5.90448409790142	10.2272549236749	9.06716542701711	10.1555772224823	9.92303029826377	5.25927248703759	9.83541884047548	9.37460481919094
"SGTA"	8.21965256510381	9.70338452503436	8.36457243229586	9.71183901995903	10.1085244567782	9.58402294025754	9.41256984680521	9.81985974678364	9.61065577440193
"CARMIL2"	9.36238221623699	9.79246495997995	8.76719130302781	9.17192735435346	9.31876874268273	9.48502423332337	9.75805661214661	9.72485487546899	9.49345520092618
"CDK14"	5.14567745519564	6.40087943628218	8.26725487215199	9.55170826162069	9.46943831980764	9.40151954353555	6.09169983413681	9.75988818322183	9.62753388447279
"RRBP1"	5.75221336786514	7.13237119873254	7.86974805146507	9.00112666545428	9.25408377931942	9.26655231794239	6.4643415327611	9.13211410258272	9.32845054051034
"ZNF608"	8.47532812262242	8.63408498320074	8.75655632252409	9.25432003495589	8.63952159951083	9.40066600406922	8.66746640495737	9.49585502688717	8.74819284958946
"DDX42"	7.63589946594638	8.06555077095502	8.00954872697226	8.4038641766068	8.38413617244761	8.98213796823992	7.52356195605701	9.53780079779103	7.67454539384587
"TPR"	9.21310421964191	8.9898202201176	9.37330019660839	8.79571500650173	9.00898878322725	9.46862404291802	9.69522829149575	8.76619759730084	9.60510907383293
"BLNK"	9.45738087907253	9.49205345672731	9.44107673469862	9.42185444544339	9.46515822966425	9.25785923463963	9.3409627642517	9.62442993899968	9.17542479858969
"GTF3C4"	9.67030217007852	9.57591736111815	9.84909228762457	9.36150519794804	9.83352263642477	9.71080643369935	9.07601387708528	9.65713977659315	9.45635441510829
"WNK2"	10.0935496128106	9.71561885907482	9.71921767258897	9.24483950114555	9.27658971572526	9.03149444872735	10.0056245491939	8.90989308377004	9.5501695919205
"UHRF1BP1L"	8.78496195020486	8.41193462479118	8.60251329745184	8.65033375384593	8.34207466799914	8.66888498426625	9.30583375751525	9.30103884990315	8.97928227641106
"SLU7"	6.27239650903748	6.65248649491816	9.32237886665822	8.51135734069712	9.72349030214343	9.17866485100647	6.64385618977472	9.6398833131998	10.0575856538798
"KNL1"	10.0011266654543	10.2553827068023	9.27239650903748	7.84423498775875	9.64583853290715	7.59768014371589	9.88828662758067	8.66853047018635	9.26397335480341
"KIF4A"	9.31628153174622	9.37090532011341	8.79116288855502	7.05853297020161	9.02292258905563	8.01736520529273	8.45450493755737	8.60954813899943	7.99887245399427
"BUB1B"	9.20969704353526	9.39660478118186	9.69870466677034	10.2399564736849	9.81954046050572	9.53021123329988	8.97211821838414	9.97096866052181	9.47147200359646
"TOPORS"	7.53216108498321	7.24887634283713	9.35909064501474	9.39895740870636	8.95623093654988	9.37569110419135	6.97842446544086	9.50362700598347	8.96318509361413
"HSPBP1"	8.81730347583199	8.9692426044345	8.8838651545098	9.40194612397654	8.952450058359	9.3271034862193	8.86015583462336	9.4520352735462	8.98213796823992
"DVL3"	7.96520709119934	7.38370429247405	9.27914624405431	8.33985000288462	8.66320227857954	8.09855851793841	6.37503943134692	8.37242979233409	6.0746766862945
"PPP1R35"	10.242697767908	9.8702105772636	10.0533829025857	9.62990299200089	9.63335855063711	9.62058641045188	10.131085259579	9.85860271245712	9.92570278135133
"SGO1"	4.59693514238723	6.38543103719352	7.72860081064319	7.36806987653208	9.25809487286651	8.82972273508606	5.3819754785573	9.66782118057477	8.28586454703185
"C9ORF40"	9.4594316186373	9.26772305162742	10.2650289424582	9.5588033402543	10.0179219079973	9.82225214417156	9.78643300401927	9.91945926911157	10.4758347402632
"TAF12"	9.70303838898642	8.74718596688658	9.85533570336611	9.29852085712595	9.03094295979063	9.07681559705083	9.75472051390691	9.00674683244059	9.96809075204526
"PPP2R5C"	8.14159627838382	7.90508609876177	9.59600334939425	7.29094040240368	9.3562318626554	8.48058827023386	6.69348695749933	8.53332973230583	8.25833047261242
"H1-3"	10.052160452259	10.1248967458929	9.29462074889163	8.89299809305507	9.34939181829594	8.78037572232529	10.0367231060055	9.04248018649247	9.28978836605652
"OTUD5"	9.68422263328295	9.30355245558372	9.40322510902563	9.45779126025604	8.99830835035429	9.38024459047818	10.2197735508929	9.61875255353673	9.90207357931074
"SOX5"	9.73148874987014	10.131085259579	8.61581352518973	9.64475759251626	9.11504365016171	9.61654884377899	9.55573947918052	9.29530976985874	8.62862780216015
"PAK4"	9.53294028837287	9.85190516879469	9.08507405303684	8.89845023280787	9.09961081196091	9.66853047018635	9.92407018558534	9.51983279191318	9.16087986183931
"SAMHD1"	10.0112272554233	10.8019508082979	9.00056344271011	10.0188956211216	9.73927431215765	9.72962074355304	10.3808939168897	9.2667865406949	9.37786122349477
"FAM193A"	9.87620995751375	9.50838903492284	9.78070379396761	10.057856379165	9.31876874268273	9.73250664387348	9.54032180596415	9.8840178448884	9.36303963025651
"LASP1"	10.0976371306267	10.04739660752	9.872982622388	9.33024465862235	9.876516946565	9.64835758200967	10.1503819688178	9.48884434645734	9.89572673847666
"HSF1"	8.56643464628328	9.48240463130025	9.20725841036353	8.93928535647869	10.129411823252	10.1381437825102	8.89663514130291	9.78463484555752	9.49024921062709
"ZNF687"	10.3301325915822	10.3338262152569	9.92407018558534	9.55727222306003	9.85704791648716	9.83225711437793	10.3988505542797	9.5208150858443	10.0413853694861
"IKBKB"	7.51017075115177	7.64529816394863	8.52982094652869	9.48200119308708	8.88874324889826	8.88539133157044	7.31379002544369	9.61985314739117	8.79636413813963
"PHC3"	8.95652136333312	9.02347715183043	8.97498811199193	9.13596574242734	9.0749442236232	9.54264498688628	8.89056829030659	9.40258575823259	9.0948694327187
"UBR4"	9.99506046703272	9.33672969723872	10.1181624300631	9.73420153955819	9.44522181739749	9.7323370447384	9.2465030982801	9.31424334674856	9.7262181593322
"EI24"	10.5291376905174	9.71527564626461	9.81313985089045	9.08719761557795	8.94046042886366	9.47856740557945	9.68088692071969	8.47735352663456	9.09618804632013
"HSPA4"	9.81650371138949	9.50541460934675	9.6499746511581	9.51963625284321	9.36150519794804	9.50143914515887	9.69766263347052	9.44501484586842	9.55362929391636
"NKTR"	9.80864246791806	9.98085360637974	9.10381232942885	9.73182812767478	9.34651373316563	9.85034313416734	9.67419226814568	9.76536898603179	9.07253459972295
"SETD2"	7.17292748960384	5.73876783680019	10.0685095946732	9.82670736566131	9.30811145776874	9.81826260830447	7.11270013274936	9.6409679104499	10.140829770773
"RERE"	7.08746284125034	7.1568415245884	10.7356406369752	9.8812669424939	10.6955763062221	9.87574935142005	6.22689381357139	9.88645869570371	8.89178370321831
"URI1"	10.3062895853361	10.2343384486956	10.2292995087109	9.6371682473946	10.0681064758588	9.37721053038855	10.4667902378031	9.50680343779565	10.2623297928572
"MRTFA"	10.0149968192946	9.30856656661821	9.34318571544788	6.85049941375812	8.72280753116955	7.14567745519564	9.32912359629157	9.10381232942885	8.65069276717138
"SYAP1"	9.97168724152032	9.8635668293235	9.19130601891869	9.65660362482201	9.09275714091985	8.95303237725324	10.7310644153158	9.98071082890019	9.9109424801156
"AHSG"	4.77610398807316	4.10433665981474	7.64169052255661	6.68650052718322	7.16691625156997	7.89965902637744	5.19770815795585	7.20359271420771	8.24174486494015
"YRDC"	9.886611111851	10.1106138055009	9.33628338786443	9.4980513660353	9.48884434645734	9.0574502721839	10.2008986050384	9.72519581722666	9.63135897299076
"G3BP2"	9.95172182905633	10.0056245491939	9.45471055218622	9.66070903878206	9.48804095228879	9.14414836650889	9.76586620990054	9.26725487215199	9.23935985027747
"RIPK3"	9.3566720442121	8.95681173166275	8.53294028837287	9.1423623789634	8.26209484537018	8.91737207947684	9.5909612413426	9.20945336562895	8.79539033112264
"CBX5"	6.23266075679027	8.24887634283713	8.04712391211403	9.87805091272854	9.7901855632105	10.1981994554375	7.34074028063018	9.32822611878773	9.0389189892923
"CETN2"	9.16867211813223	8.60659028037053	9.27262978497637	9.12979817318714	8.64385618977473	8.57061472176119	8.98868468677217	9.1644041578813	9.15911448004639
"STX10"	8.66923941125265	9.10956950937069	8.86201737686988	8.43003431857349	8.63952159951083	8.33046876659032	9.33762190199251	9.09776879341862	8.74718596688658
"APLP2"	6.5298209465287	8.11478344724985	7.34872815423108	7.66035250967092	8.4549161375148	8.53449743373817	8.3983161634002	8.46393301087224	8.55956828992275
"KIF21B"	9.47634118006233	9.35865120089289	9.15860968821448	8.11634396123747	9.09513325187293	8.27984269352035	9.48079020109582	8.25029841790633	9.17092652528738
"CFL1"	9.42437627281394	9.33293165932003	9.31038556769876	8.86974805146506	9.15583017155653	9.53877093772462	8.56414948998573	9.34473974580299	8.37547391261535
"WIPF1"	9.59451122769341	9.86124202615477	9.21577565302028	8.43796008833447	9.54032180596415	9.31492306173917	9.37395265537019	9.28424574982967	8.95942242009367
"NOP56"	9.00393948568806	8.86696977835483	9.18462743586396	9.00056344271011	9.10197567094923	9.45963653235696	8.61102479730735	8.7323370447384	8.80057638942654
"UCHL3"	9.27076252046605	9.37003346932942	9.44790974874208	9.41911748212248	9.4112991229642	10.0339735434411	9.29047969825131	9.69278983497265	9.41700858678878
"HIVEP1"	9.25526467079968	9.34429590791582	9.78365308639007	9.14031853935699	9.96794670581271	8.8820316083521	8.82527683005487	9.19844504145236	9.44666978730701
"MYO18A"	8.41658643754191	7.1568415245884	9.37264744263863	8.38111029409905	8.43587857730987	7.84799690655495	7.67736729213605	8.75922242638451	8.69696752623429
"AGFG1"	7.51175265376738	7.92184093707449	8.90899299325053	8.95215881074705	9.43045255166553	8.54032180596415	8.00450139223494	9.90373124340389	9.40429006444484
"HACD3"	9.17392693199981	9.81890167588564	8.33002051583608	8.67136414660119	8.99463629050958	8.59581691855585	9.49645436015379	8.87927691241217	8.66888498426625
"GTF3C2"	10.2404335948272	10.2615073092021	9.7921395522779	9.03094295979063	9.75572215364228	9.36435356025707	10.1113965318286	9.33270793364061	9.49285462017475
"USP14"	10.0762811665795	10.2320611079846	9.4443937530666	9.29024929099363	9.60492381604251	9.4908508767403	9.94016675048282	8.60399717008549	9.35138098067433
"YTHDC2"	7.18883607303053	6.19967234483636	8.9515761390748	8.89481776330794	8.43421120348557	8.4870360800319	7.25455625190949	9.39489136644259	8.99293833616581
"MCM3AP"	9.86263735755879	9.45840661323653	9.7099453802325	8.61948637605555	9.35909064501474	8.75622271284729	8.85237344958027	9.69139457853809	8.59656249740495
"CAAP1"	9.96866679319521	10.0919642334853	9.54766574835342	9.73165844875181	9.62260096431141	9.85969007350846	10.1988133421073	9.55593116124297	9.77807712953536
"ELAVL1"	9.40620500541885	9.51471405413849	8.88904758283903	8.89481776330794	8.94397991434374	9.16641418264516	9.38801728534514	9.28470844869216	8.90929308582382
"SCAF1"	9.40365118553224	9.51214785854752	9.77741971551583	9.13545278418517	10.0183392940962	9.82940562440429	8.69209237542757	9.60047047733195	9.08427691053149
"HDAC5"	8.65892551149237	9.48079020109582	9.41426240607356	9.7054595991654	9.92599941855622	8.28169825009883	9.31288295528435	9.39016895620018	9.5753501525239
"NOL8"	6.57591736111815	5.80219321694183	8.96981818594658	8.61654884377899	8.43920755494128	9.30720080914081	7.48058827023386	9.41574176829009	9.10013667128545
