"Gene"	"Gr1_F2..126..Sample..1"	"Gr1_F1..126..Sample..1"	"Gr1_F2..128C..Sample..4"	"Gr2_F2..128N..Control..781"	"Gr1_F1..128C..Sample..4"	"Gr2_F1..128N..Control..781"	"Gr1_F3..126..Sample..1"	"Gr2_F3..128N..Control..781"	"Gr1_F3..128C..Sample..4"
"CNTROB"	7.66746640495737	7.47248777146274	7.27146302790437	6.25171909260596	7.15380533607904	6.79051141189419	7.28725064325462	6.80606622608903	6.96231765494231
"IRF8"	6.79311555527435	6.69905184401685	8.69104555348718	8.35138098067433	8.46597446450407	5.88264304936184	6.09592441999854	6.34163000932991	8.20896588630656
"MTHFD1L"	6.73063995591679	6.44625622988956	6.26115467261557	6.14567745519564	6.09803208296053	6.45285896471381	7.04111153536915	6.50937914891469	6.41953889151378
"ARAF"	6.16591193893569	5.6724253419715	7.37503943134692	7.26021388677142	7.3037807481771	7.18487534290828	5.59693514238723	6.62643913669732	7.24317398347295
"HSPA9"	6.876516946565	6.37851162325373	6.90689059560852	6.88752527074159	6.36981542428391	6.32373033752135	7.29370154208074	6.49825086752783	7.35226417325832
"MTBP"	7.86974805146507	7.90086680798075	6.32732808262995	7.02901108665907	6.54070926267143	6.54843662469604	8.07414146275251	5.92362461136832	6.69348695749933
"PNPLA6"	6.59842476052772	7.83605035505807	5.97727992349992	6.25550073314839	7.21237478756727	6.99774402605963	7.16892278185294	5.81762325751143	6.77082904603249
"CHMP5"	7.32732808262995	7.37068740680722	7.07788386443832	5.97269265400426	7.11894107272351	6.48220292629596	7.90809234081827	5.28169825009883	7.58345891013077
"RCOR3"	3.56071495447448	3.86789646399265	6.59544398458948	6.59842476052772	5.77873424411784	7.43045255166553	5.87282875953489	6.10433665981474	7.87098112422465
"MIER1"	5.56376827845203	6.79181407116183	7.09169983413681	7.8073549220576	7.65963918701565	7.30924896081662	5.79960542245267	6.14363830992204	6.77214959078454
"MYG1"	7.08746284125034	6.74281466986289	7.15380533607904	6.27798474729977	6.89481776330794	6.34695688937888	6.47248777146274	6.38887833881199	6.50620838930675
"CEP164"	6.19967234483636	6.81378119121704	6.74281466986289	6.64241277290506	7.21237478756727	6.70043971814109	6.9518675043269	6.52512925120397	7.13237119873254
"KLF16"	6.07681559705083	5.30742852519225	6.64961545906341	6.86666075081999	6.34163000932991	6.67383905599044	6.27798474729977	6.55612281784117	6.76420813013995
"ALMS1"	7.30286736097287	7.69766263347052	6.89845023280787	5.95884267524324	7.23266075679027	6.97039353791468	7.80413102118332	6.99095486039699	7.45697038112101
"CLINT1"	6.78659636189081	6.93781516880342	6.10433665981474	6.28169825009883	6.00450139223494	7.35843142862635	6.51884982870769	6.22689381357139	5.6724253419715
"HLA-DOB"	6.58796498888268	6.3819754785573	6.10643207781693	6.15177765473205	5.84799690655495	5.87282875953489	7.63444806236231	5.4594316186373	7.29462074889163
"PEAK1"	6.38024459047818	6.58646452588639	6.39403389536778	6.24031432933371	6.53294028837287	6.34872815423108	8.45450493755737	6.22110372536788	8.23314029644597
"EXO1"	6.10433665981474	6.21140163741847	5.8073549220576	5.61470984411521	6.08958289312471	6.51569983828404	7.37937836707126	6.67383905599044	6.93073733756289
"BRCA2"	7.31831684133498	6.72519581722666	6.62058641045188	6.29278174922785	6.22303633790187	6.76686014382955	6.76420813013995	6.06824086131282	6.04001567884788
"PKN2"	6.88386515450979	7.57364718749332	6.97154355395077	6.29278174922785	7.38456792317383	6.26303440583379	7.13545278418517	6.42961596420174	6.92481250360578
"AP4E1"	6.83035674741922	7.37503943134692	6.25550073314839	6.77873424411784	6.81890167588564	6.31831684133498	7.03121873061072	6.29094040240368	6.35931031689044
"MRPS17"	5.68369645430652	5.5668151540109	6.21529030565123	6.32912359629157	6.39574832817903	6.51569983828404	6.35049724708413	6.0703893278914	6.98868468677217
"NEDD4L"	7.43629511983936	6.42122329922514	6.82017896241519	6.92243574023315	5.7839804136838	7.09064175191785	7.22689381357139	6.95070169008901	6.85174904141606
"YOD1"	6.97498811199193	7.38973887867698	7.29645740737124	7.29829173062012	7.56453060081634	7.61985314739117	7.27891401949994	7.31650781910311	7.70735913208088
"SETDB2"	7.9442728176116	7.81826260830447	7.90267658665114	6.39574832817903	7.6906964439777	7.04001567884788	6.27798474729977	5.84549005094437	6.16591193893569
"TRMT1"	6.94016675048282	6.25171909260596	7.16490692667569	6.36806987653208	6.656782364219	6.07253459972295	6.55305325276641	6.73606362787181	7.03452387533439
"CRKL"	7.04111153536915	7.33449676839042	6.75087443965684	5.25171909260596	7.1053847492476	6.60139939053183	7.1405741777099	6.01346225980656	6.94485844580754
"ARMC10"	5.96347412397489	5.36806987653208	6.85299758761332	7.30924896081662	6.3819754785573	6.07895134139482	5.95419631038687	6.38370429247405	7.43796008833447
"RFX3"	7.74550626586916	7.74617838097141	7.09592441999854	6.41447383643093	7.21819994369474	6.89965902637744	7.59991284218713	6.13134253912326	7.0574502721839
"PEX19"	6.06824086131282	6.50620838930675	7.5298209465287	6.62935662007961	7.44128427192704	6.39231742277876	6.0746766862945	5.70873904135958	7.28540221886225
"NAA15"	6.71836162613835	5.61765111942733	8.4858293087019	6.56985560833095	7.85984534392145	5.79181407116183	6.37503943134692	5.79960542245267	8.4797802640291
"LMBRD1"	4.54225804976692	4.47897180503294	5.42290574261218	5.89965902637744	5.97269265400426	6.42122329922514	4.32192809488736	6.01569380710515	5.86294724802092
"MACO1"	5.71699089440494	6.43295940727611	4.85798099512757	5.62351574149055	5.6409679104499	5.85049941375812	5.60880924267552	5.14567745519564	4.99548451887751
"KIAA2026"	5.5909612413426	4.8923910259134	6.20359271420771	6.3327079336406	5.50462039240355	5.96578428466209	7.25266543245025	5.93781516880342	7.04548665635946
"CENPN"	6.57893871309339	6.5298209465287	6.49984588708321	6.49024921062709	6.4870360800319	6.28355142317431	6.39059890555246	6.36282052553426	6.48381577726426
"CNTRL"	7.03232128705788	7.3019533951261	6.876516946565	6.36981542428391	6.86542397831313	6.43629511983936	7.10956950937069	6.53760669149529	6.84549005094437
"RMC1"	6.55612281784117	7.5438051759644	6.12515513132229	6.56224242422107	6.88508622529017	7.39059890555246	6.94719858426206	6.73606362787181	6.50937914891469
"ZFP36L2"	7.54997714277182	6.92718535782637	7.76818432477693	6.89602960297675	6.9692426044345	7.33360262826828	7.09592441999854	5.83035674741922	7.27519333390221
"SEPHS1"	7.75087443965685	7.59170933316174	7.49425558654498	6.92837032301897	7.29737486052832	6.79571500650173	8.11790278909403	6.06608919045777	7.91767043436176
"BCOR"	6.29645740737124	5.90929308582382	7.26865895502767	6.76950729143624	6.56224242422107	6.68790052248075	6.87282875953489	5.99774402605963	7.7045953476324
"LRCH4"	7.36894291440495	5.93545974780529	6.88874324889826	6.8972404255748	5.60880924267552	5.01346225980656	7.59170933316174	6.37503943134692	7.29370154208074
"PTPRA"	8.04712391211403	7.22013644739608	7.17192735435346	5.68369645430652	6.17990909001493	6.18388345903223	6.81634370528486	6.12928301694497	6.04875931191986
"FANCI"	6.06824086131282	7.69418374333315	6.4870360800319	5.77346892790519	8.18586654531133	6.84046323386954	6.76686014382955	6.24412594328373	7.25455625190949
"PRKCG"	7.67948009950545	8.07628116657949	7.19179950106508	6.99774402605963	7.52042224852645	6.45121111183233	6.37503943134692	6.27984269352035	6.14363830992204
"LIME1"	6.02236781302845	5.762880292917	6.45121111183233	6.20163386116965	6.39231742277876	6.4870360800319	5.43295940727611	6.20750245925879	6.15987133677839
"YTHDF1"	8.12928301694497	6.15987133677839	8.00112666545428	6.91049283228871	5.83289001416474	7.00225245173138	7.68369645430652	6.15177765473205	7.5668151540109
"UBR7"	6.77082904603249	6.90689059560852	6.28540221886225	6.6724253419715	6.53605290024021	6.67101024127845	6.88264304936184	6.74281466986289	6.40599235967584
"OGT"	8.10328780841202	7.02347715183043	7.36282052553426	6.11894107272351	6.01346225980656	6.21529030565123	7.6646250548693	6.03782146543497	6.99322146736894
"MSL2"	7.13852780142227	7.59170933316174	6.8923910259134	6.61028665708102	7.36806987653208	6.47735352663456	6.79960542245267	5.88264304936184	6.4262647547021
"HOMEZ"	6.73335434061383	6.70182625841205	6.51096191927738	6.72246602447109	6.68229237143083	6.30012372456901	6.73606362787181	6.23266075679027	6.66249036391378
"DGKI"	6.69209237542757	7.23266075679027	6.53760669149529	6.52199295640167	7.04548665635946	6.97613447283165	6.97039353791468	6.26115467261557	6.90327934205614
"MICAL1"	6.10013667128545	7.60806996772166	5.98641093525204	6.74819284958946	7.38629363515099	6.762880292917	5.88508622529017	5.42290574261218	5.86789646399265
"N4BP3"	6.52356195605701	6.21529030565123	6.24031432933371	5.96116025813664	6.01122725542325	6.76420813013995	7.16691625156997	6.35049724708413	6.96693797927846
"UBL4A"	6.87282875953489	7.1168637576909	6.15380533607904	6.08746284125034	6.37503943134692	5.82017896241519	6.98868468677217	6.04657836662033	6.32732808262995
"TUT4"	3.77610398807316	4.68929916053589	6.13955135239879	6.74416109557041	6.92599941855622	7.34429590791582	5.4262647547021	6.25738784269265	6.72655877910497
"LILRB1"	6.77873424411784	6.22303633790187	5.71424551766612	6.56224242422107	5.31831684133498	6.30560578958543	6.99661471481536	5.77873424411784	6.35226417325832
"TOR4A"	7.58721495245253	8.02458563827827	7.29920801838728	7.1568415245884	7.59618975614441	7.14771372235215	7.99435343685886	6.31831684133498	7.74281466986289
"FAM76B"	6.08746284125034	6.63952159951083	5.60880924267552	5.99548451887751	5.85299758761332	7.06069593168755	6.27798474729977	5.79181407116183	5.75221336786514
"C14ORF93"	6.64385618977472	8.95128471496697	6.19377174339668	6.19770815795585	8.53838296003212	5.99774402605963	6.21916852046216	6.06608919045777	6.18586654531133
"CABLES2"	6.61618123133188	5.93073733756289	6.26491169307446	6.98868468677217	5.83289001416474	6.64961545906341	6.33628338786443	6.12308675098106	6.10013667128545
"NCOA6"	6.28909670241999	6.25361115194717	6.23840473932508	6.24412594328373	6.02014657311178	6.4708621994137	6.0639343057541	6.2667865406949	5.75221336786514
"DESI1"	6.94016675048282	5.64961545906341	5.81506301719287	6.2460279805281	4.50462039240355	6.57742882803575	6.16188768237689	6.04001567884788	5.61470984411521
"TMEM131"	8.02513956227851	8.29920801838728	6.70321146739115	7.06069593168755	7.05419729438881	4.5909612413426	8.61691636257881	5.456149034648	7.51175265376738
"PPP1R11"	7.27052894238072	6.41447383643093	7.56529252058102	5.05311133645956	6.84799690655495	5.99548451887751	7.49105137636412	5.59991284218713	7.48944659862258
"NMD3"	3.51096191927738	4.20945336562895	6.47248777146274	7.75355105460065	6.52669484554198	6.67101024127845	5.456149034648	5.82527683005487	7.69557630622205
"GSTP1"	6.39059890555246	6.32373033752135	6.24982454861618	6.29278174922785	6.18388345903223	5.68369645430652	6.04875931191986	5.78659636189081	5.69766263347052
"PEX1"	4.36457243229586	5.25171909260596	6.43128865429159	6.43462822763672	7.38629363515099	5.98641093525204	5.00450139223494	6.08746284125034	6.87897051015108
"QKI"	7.20163386116965	7.68509917200661	7.32192809488736	6.40429006444484	7.68650052718322	6.1333991254172	7.89178370321831	5.99322146736894	7.82209277437953
"SSR1"	6.62935662007961	5.46923479366766	5.77346892790519	5.88996019965864	4.36457243229586	6.68929916053589	6.91767043436176	6.73335434061383	6.08958289312471
"SNX29"	5.46597446450407	6.07895134139482	6.00450139223494	6.10852445677817	6.22881869049588	5.50143914515887	5.90207357931074	6.06608919045777	6.36282052553426
"TXLNA"	5.16591193893569	5.65535182861255	5.43962313755712	6.84297883178833	6.12308675098106	6.67101024127845	4.7279204545632	6.04657836662033	5.20945336562895
"KPNA4"	4.57893871309339	4.02680005934372	6.99887245399427	7.10118781525974	6.3037807481771	6.0639343057541	3.35049724708413	5.8923910259134	6.82781902461732
"EEF1A1"	7.10747864662662	6.95070169008901	6.10433665981474	6.1333991254172	6.13955135239879	6.20359271420771	6.91767043436176	5.62351574149055	5.93781516880342
"SCLT1"	7.06716542701711	6.60584986719498	7.2667865406949	6.11894107272351	6.90689059560852	6.39059890555246	6.2667865406949	6.467605550083	6.70597790168252
"FAM160A2"	6.82017896241519	5.4262647547021	7.59768014371589	5.19770815795585	5.45285896471381	5.63226821549951	5.43962313755712	6.32553033156756	5.66959375118833
"TKT"	6.82781902461732	6.57893871309339	6.99661471481536	6.92362461136832	6.71699089440494	6.30560578958543	6.01346225980656	5.81506301719287	5.91886323727459
"UVSSA"	4.39231742277876	4.02680005934372	6.54225804976692	7.24126817732937	5.98413359454098	7.08214904135387	4.48542682717024	5.52042224852645	6.31650781910311
"ARID3A"	4.84799690655495	4.48542682717024	7.1053847492476	5.73063995591679	6.22881869049588	7.43629511983936	4.91647664443772	6.08958289312471	6.22881869049588
"ROCK1"	5.44956137461324	6.05528243550119	5.55458885167764	7.04984854945056	5.7279204545632	5.1168637576909	5.29278174922785	6.36282052553426	5.08321336824898
"BIRC6"	5.04875931191986	5.12101540096137	7.11582397743624	6.61618123133188	6.74685018309805	6.4757334309664	4.94953493301701	5.74685018309805	6.42961596420174
"KDM5A"	5.72519581722666	5.57893871309339	5.43962313755712	5.04439411935845	4.80219321694183	4.73335434061383	7.10328780841202	5.97269265400426	6.41616416473313
"ATF2"	8.43254190038826	8.80251636512122	7.88080794836281	6.61323695471633	8.1053847492476	5.20945336562895	8.42961596420174	4.96347412397489	7.85112436288675
"PIK3C2A"	6.3037807481771	4.71149490665009	6.02014657311178	5.4262647547021	4.7279204545632	5.75221336786514	6.32012359804061	5.59693514238723	6.4262647547021
"SYK"	6.68650052718322	6.02236781302845	6.88264304936184	7.77873424411784	6.55305325276641	6.82017896241519	7.27332938656167	5.36457243229586	7.54148386405428
"PRKCI"	6.94719858426206	7.23935985027747	6.17791779219584	6.37503943134692	6.48864353985378	6.27612440527424	6.85299758761332	5.9518675043269	6.15583017155653
"CCDC28B"	7.66177809777199	6.53605290024021	6.82273014794452	7.15177765473205	5.5077946401987	7.48944659862258	7.70390357344466	6.07895134139482	6.86789646399265
"TBL3"	6.51254295509686	4.32192809488736	6.12928301694497	5.35755200461808	3.83794324189103	5.95652136333312	5.59395128394841	6.47897180503294	5.72519581722666
"ARAP1"	5.94953493301701	5.84549005094437	5.77346892790519	6.41616416473313	5.73876783680019	5.02236781302845	6.34340782229781	6	6.25927248703759
"NBR1"	7.11790278909403	5.74416109557041	6.37330019660839	6.09381367340273	5.44956137461324	5.71973105674985	6.34340782229781	4.7279204545632	5.91886323727459
"DAAM1"	6.37503943134692	5.21723071622067	5.90448409790142	5.24792751344359	5.43295940727611	6.4262647547021	5.64961545906341	5.78135971352466	5.762880292917
"SETD5"	6.72246602447109	6.83035674741922	5.94016675048282	5.93545974780529	6.04220656012069	6.01346225980656	6.40087943628218	5.53294028837287	6.01792190799726
"PIP4P1"	5.53915881110803	6.16791986555194	5.37155886261196	4.76553474636298	5.90929308582382	5.24412594328373	7.00337736020232	5.45285896471381	6.66817586897014
"SMAP"	4.67807190511264	6.09803208296053	6.20945336562895	5.88264304936184	6.4966540825935	6.08533966935737	4.24031432933371	5.28169825009883	4.79181407116183
"ALYREF"	5.62058641045188	5.57288966842058	5.4262647547021	7.30103884990315	5.36806987653208	5.00898878322726	5.24031432933371	4.02680005934372	5.25171909260596
"TBC1D9B"	5.27052894238072	7.0389189892923	6.23074100262691	6.19179950106508	8.13237119873254	6.86789646399265	6.05311133645956	4.91169158187234	6.66959375118833
"RAB5B"	6.65391987311942	5.52669484554198	5.78920757534734	5.91647664443772	4.70597790168252	5.95419631038687	6.56985560833095	5.85299758761332	5.81506301719287
"DCAF1"	6.67807190511264	7.79766152585376	6.02236781302845	6.46597446450407	7.20847824221171	6.36806987653208	7.08214904135387	5.35755200461808	6.4870360800319
"CCDC93"	7.66177809777199	5.61765111942733	7.85984534392145	6.456149034648	5.60584986719498	5.23266075679027	6.33628338786443	4.60880924267552	6.63226821549951
"RSBN1L"	6.36457243229586	6.75755668893945	6.20163386116965	5.94719858426206	6.02014657311178	6.01346225980656	5.41278152533848	5.456149034648	4.82781902461732
"CKAP5"	4.78659636189081	4.7279204545632	6.3037807481771	5.51727569320958	6.28355142317431	6.27612440527424	4.8972404255748	5.75221336786514	6.05961485629722
"ASMTL"	4.93073733756289	5.18586654531133	5.9518675043269	5.94016675048282	6.19179950106508	7.56985560833095	6.05311133645956	5.64673869830785	6.53605290024021
"RNF25"	6.56529252058102	6.39917109381982	6.59693514238723	6.07253459972295	6.57288966842058	5.36806987653208	6.38543103719352	5.56071495447448	6.30560578958543
"MTX3"	6.64817779572482	6.25738784269265	6.32553033156756	5.92124588858559	6.1106138055009	5.57893871309339	6.51254295509686	5.58796498888268	6.14771372235215
"SEC62"	4.4594316186373	3.39231742277876	6.93781516880342	5.15380533607904	5.95652136333312	6.52825874275841	4.05311133645956	5.39917109381982	6.68088692071969
"TAF4"	6.61028665708102	6.70735913208088	6.41616416473313	6.86046625851717	6.93428059364002	6.77873424411784	7.18685706717715	4.78135971352466	7.35579154675365
"CLUH"	3.99095486039699	2.58496250072116	5.90207357931074	5.29645740737124	5.25550073314839	5.60880924267552	2.72246602447109	6.0703893278914	5.88264304936184
"FAM83G"	7.68439798363757	7.51175265376738	7.5352753766208	6.2667865406949	7.49425558654498	6.86789646399265	6.90689059560852	4.70597790168252	6.77478705960117
"RALGAPB"	6.23266075679027	6.81121411751324	6.3110671022556	6.53294028837287	6.88996019965864	5.39574832817903	5.85049941375812	5.16188768237689	5.53294028837287
"PAF1"	5.39917109381982	6.19770815795585	5.0703893278914	5.73876783680019	5.60584986719498	5.49825086752783	5.16591193893569	6.0639343057541	5.14159627838382
"EIF3F"	5.75221336786514	5.94953493301701	6.47411151394241	6.75087443965685	6.5077946401987	7.21819994369474	5.01346225980656	6.92599941855622	5.66391384211598
"LMTK2"	6.0639343057541	6.5298209465287	6.30742852519225	4.74953426766926	6.90086680798075	5.53915881110803	6.02901108665907	5.74146698640115	5.82017896241519
"CRAMP1"	5.16591193893569	6.79181407116183	5.92599941855622	5.44294349584873	6.6724253419715	6.01122725542325	5.92362461136832	5.59991284218713	5.90448409790142
"EIF2D"	5.74685018309805	5.18586654531133	5.69766263347052	5.8972404255748	5.05311133645956	4.41278152533848	5.09169983413681	5.44956137461324	4.99548451887751
"GADD45GIP1"	5.70597790168252	5.10433665981474	5.50462039240355	6.22689381357139	5.30012372456901	5.99548451887751	6.75755668893945	5.63517394667492	6.21529030565123
"FBRSL1"	8.28493974248679	6.85174904141606	7.8592241619782	5.68088692071969	6.14567745519564	5.77346892790519	7.90448409790142	5.82781902461732	7.70804925170222
"CUX2"	6.23266075679027	5.1333991254172	6.08958289312471	6.25171909260596	4.83794324189103	4.93545974780529	6.90809234081827	5.95419631038687	6.60733031374961
"MPP6"	5.68369645430652	5.7839804136838	5.64961545906341	5.43295940727611	5.70043971814109	5.36457243229586	4.47248777146274	5.82017896241519	4.57288966842058
"LYSMD2"	6.56529252058102	6.42122329922514	6.15583017155653	5.98413359454098	6.07895134139482	5.41953889151378	6.57742882803575	6.06177619758669	6.33628338786443
"CEP295"	6.60436789989375	6.65821148275179	6.04875931191986	5.55151601762801	6.08746284125034	6.10433665981474	6.89360490485829	5.93310047493137	6.09592441999854
"SNX15"	6.20750245925879	6.08533966935737	6.08746284125034	5.39917109381982	5.84549005094437	6.11894107272351	5.74146698640115	5.27426166125705	5.50143914515887
"CCDC15"	6.05961485629722	5.8972404255748	5.31831684133498	5.79181407116183	5.41278152533848	5.62935662007961	6.00898878322726	5.63807383718072	5.53915881110803
"PDZD8"	5.80219321694183	6.74550626586916	4.79701297783614	6.12928301694497	5.65248649491816	6.43962313755712	5.03121873061072	5.8972404255748	4.02680005934372
"PATZ1"	6.24031432933371	6.07895134139482	5.79441586635011	5.74685018309805	5.56985560833095	6.08533966935737	5.55458885167764	5.8703647195834	5.18982455888002
"METTL1"	5.42290574261218	5.10433665981474	4.92124588858559	5.25927248703759	4.63226821549951	5.52669484554198	6.54225804976692	5.31469652565629	6.07895134139482
"DYRK2"	6.32012359804061	6.51254295509686	5.70321146739115	5.877744249949	6.01569380710515	5.79701297783614	6.18388345903223	5.71424551766612	5.43629511983936
"SPICE1"	7.55918586578773	7.60584986719498	7.36369674483899	6.1168637576909	7.37155886261196	5.41953889151378	7.3566720442121	3.62058641045188	7.09381367340273
"EIF4H"	6.15177765473205	5.80219321694183	5.30012372456901	5.50462039240355	4.92599941855622	5.38887833881199	5.62058641045188	5.35049724708413	5.12515513132229
"PUF60"	5.8073549220576	6.17192735435346	5.72246602447109	5.68088692071969	5.84799690655495	6.04657836662033	5.6724253419715	5.84046323386954	6.1168637576909
"PGLS"	7.31197531446116	7.86542397831313	7.28262513419168	4.11270013274936	7.74685018309805	2.26303440583379	7.61765111942733	5.56985560833095	7.31741261376487
"SIK2"	8.2803068064537	8.20945336562895	7.762880292917	7.24126817732937	7.58044701959866	5.86542397831313	5.24031432933371	4.28540221886225	4.55458885167764
"MSANTD2"	6.43295940727611	6.55612281784117	6.19967234483636	5.23266075679027	6.26491169307446	6.5077946401987	7.14974711950468	5.19770815795585	6.64817779572482
"REL"	5.80992886572143	5.39917109381982	5.42961596420174	4.877744249949	4.97727992349992	5.06177619758669	4.64961545906341	5.1168637576909	4.65535182861255
"APBB1IP"	11.9919823579216	12.0255548657523	12.4380380866066	0	12.482555891549	0	12.2340689511831	0	12.6147788489241
"TRIOBP"	5.65248649491816	6.33985000288462	5.57288966842058	5.24031432933371	6.08958289312471	6.60288440871842	6.41953889151378	5.18982455888002	5.99548451887751
"SRSF5"	6.37851162325373	5.51096191927738	6.09592441999854	6.58496250072116	5.52042224852645	6.10433665981474	6.37503943134692	4.77610398807316	6.01792190799726
"SIRT2"	4.65535182861255	4.60288440871842	5.36106648879432	5.0574502721839	5.71424551766612	6.04001567884788	4.58496250072116	5.29645740737124	5.59693514238723
"BAHD1"	6.92481250360578	7.44211412241923	6.6667565918848	4.76022094646651	6.89965902637744	4.84297883178833	5.4093909361377	4.15380533607904	5.13750352374993
"CAMK4"	6.00225245173138	6.02680005934372	6.19574129324645	5.50462039240355	6.19967234483636	4.83794324189103	6.31831684133498	4.35049724708413	6.27052894238072
"MDM1"	6.65963918701565	5.50462039240355	6.76686014382955	7.08214904135387	5.34695688937888	5.22881869049588	6.4757334309664	4.47897180503294	6.4594316186373
"CEBPB"	6.91408609701272	8.03617361255349	6.87159726561385	5.60880924267552	7.73538678289534	7.34518344718767	7.52512925120397	0	7.39145842004967
"DOK3"	5.42290574261218	5.75488750216347	4.63226821549951	5.97269265400426	5.00450139223494	5.25171909260596	6.03562390973072	4.91169158187234	5.17791779219584
"STAT5A"	4.62058641045188	5.60288440871842	4.4262647547021	4.60288440871842	5.76022094646651	4.39917109381982	5.10013667128545	5.49185309632967	4.36457243229586
"MAP3K11"	5.12928301694497	5.21723071622067	5.15380533607904	6.4757334309664	5.0703893278914	6.23457795978457	5.78920757534734	5.13750352374993	5.5453506448223
"HINT1"	7.2364926183813	5.17392693199981	6.5298209465287	6.05961485629722	4.88264304936184	5.59991284218713	6.24031432933371	4.47897180503294	5.49505552836802
"MPLKIP"	4.98185265328974	5.04001567884788	5.71424551766612	5.36457243229586	6.14567745519564	4.88264304936184	4.15380533607904	5.14974711950468	5.82017896241519
"ZBTB2"	6.15583017155653	6.1168637576909	6.21529030565123	5.61470984411521	6.17392693199981	4.79701297783614	5.66106547980695	5.19770815795585	5.47248777146274
"BRPF1"	5.60880924267552	5.6724253419715	5.87282875953489	5.58496250072116	5.60288440871842	5.4757334309664	5.65535182861255	5.28909670241999	6.01792190799726
"FTH1"	11.2842457498297	11.2180182631352	11.939175144357	0	11.8325735989774	0	11.0813502805837	0	11.6940095784219
"KRBA1"	6.35755200461808	5.04001567884788	5.71424551766612	4.97727992349992	4.61470984411521	5.46270675067016	6.37503943134692	4.20163386116965	5.95419631038687
"GFPT1"	11.3109535355187	11.4487357980294	11.1696745118087	0	11.2801327815998	0	11.4929547343305	0	11.3413520280499
"NACA"	6.26865895502767	6.06177619758669	5.48864353985378	5.23266075679027	5.18982455888002	5.38543103719352	5.98868468677217	4.93073733756289	4.97269265400426
"EIF2A"	11.3483408758254	11.240552850462	10.9474177777558	0	10.951357576513	0	11.1615098321741	0	10.7816056064959
"ARGLU1"	11.157599574369	11.3885016911535	10.959205043075	0	11.1772949475456	0	11.3124292062506	0	11.080950734297
"SRP72"	11.3535879491954	11.0245856382783	11.1822701918621	0	10.9009422607692	0	11.4424770319634	0	11.2968588649194
"TRPT1"	10.5627194270493	10.4354619144793	11.1017787473589	0	11.0691812091543	0	10.1198489583368	0	10.5689061545021
"HMCES"	4.57893871309339	4.49825086752783	4.36457243229586	4.27052894238072	4.10433665981474	4.05311133645956	5.24412594328373	4.25550073314839	4.81249822533356
"BET1"	10.8488576331134	11.2781009390641	10.1562095120314	0	10.6549044951803	0	11.3149796902023	0	10.6977494983314
"CSE1L"	5.76553474636298	5.33985000288462	5.1333991254172	4.94953493301701	4.74953426766926	4.6724253419715	5.16188768237689	5.20945336562895	4.41278152533848
"PPP1R10"	11.0950673016071	10.8315447700832	10.4739086460463	0	10.1456774551956	0	10.9680187307268	0	10.3236177632916
"ARHGAP1"	10.6944449512836	11.0384389253378	10.5871211704757	0	10.8648051942415	0	10.6240643295094	0	10.3727562554788
"CADPS"	10.8319405603359	10.9138617799726	10.8408565853023	0	10.9928675446822	0	10.468827655231	0	10.5494959075558
"DNAJC5"	10.9441995973694	11.0615062069354	10.8702105772636	0	10.9541963103869	0	10.8293263358417	0	10.7441610955704
"STAP1"	6.22881869049588	6.18189764310839	5.57893871309339	3.98185265328974	5.31469652565629	5.32553033156756	5.71149490665009	5.17791779219584	4.97269265400426
"MLX"	4.54225804976692	4.51096191927738	4.34340782229781	4.21723071622067	4.61470984411521	5.77873424411784	5.30012372456901	4.6667565918848	5.17392693199981
"PI4KA"	10.2654978447263	9.89178370321831	10.9643408677924	0	10.9333218207329	0	10.2400757687642	0	11.2572699706356
"SLIRP"	7.57288966842058	7.00674683244058	10.7013931077075	0	10.1954952465091	0	7.53683000504806	0	10.4160585772159
"RBM4"	11.0836787644735	10.707013948435	10.561383421492	0	10.169799762062	0	10.602698865018	0	10.1541852092653
"C1ORF52"	7.98584193700334	8.26912667914942	10.6863254322087	0	10.5326481364179	0	8.31288295528435	0	10.8571256960942
"RAD23B"	8.73640193131829	8.8838651545098	9.70234586765264	0	9.92703716872029	0	9.34007262383112	0	10.3431857154479
"PEX11B"	4.70597790168252	5.06177619758669	4.41278152533848	3.58496250072116	4.10433665981474	3.48542682717024	4.50462039240355	4.08746284125034	4.28540221886225
"STXBP5"	10.5328429109613	11.0124848714037	9.62076966799939	0	10.0408376492666	0	11.1052537797009	0	10.1387837572538
"ATG4B"	5.92362461136832	6.17192735435346	5.64385618977472	4.64385618977472	5.67525138605026	4.06177619758669	6.91528186586766	4.05311133645956	6.28355142317431
"STK32C"	4.31469652565629	5.69766263347052	4.5909612413426	3.92599941855622	6.01122725542325	5.22881869049588	5.52042224852645	3.90689059560852	5.31469652565629
"TRIM24"	4.40599235967584	4.57893871309339	4.23266075679027	4.60288440871842	4.18586654531133	4.70597790168252	6.12515513132229	4.81249822533356	5.81249822533356
"MAPRE1"	9.67171796512923	9.39874369193819	9.51884982870769	0	9.14414836650889	0	9.1494931015375	0	9.00225245173138
"EAF1"	10.1684214108519	10.0349364865315	9.76121877592938	0	9.53118648855292	0	10.5947911180893	0	10.3365065598103
"TMEM230"	10.4747199465265	10.8189016758856	9.58627685823853	0	9.84486265583082	0	11.2186843133622	0	10.303095761993
"PPP1R9B"	10.4212232992251	10.1277364435888	10.1802821525626	0	9.94836723158468	0	10.2430549443177	0	10.062855655206
