"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"810","BRPF1",-0.381280814047674,5.64222379151308,-2.31603989789538,0.0477897276760336,0.141304194795186,-5.10267538613495
"811","SLX4",0.446927303415141,8.71481479772458,2.31244124737999,0.0480642478223985,0.141843706980303,-5.10833066731283
"812","DENND1A",-0.643783215786454,8.30902609867488,-2.31209631207974,0.0480906430346582,0.141843706980303,-5.10887263339552
"813","RPRD1A",-1.33822469950642,7.27419587200874,-2.30634892770746,0.0485325691342557,0.142971098495132,-5.11790039512188
"814","CNOT4",-0.741250444275003,7.03735265725482,-2.3031106859581,0.0487833358495183,0.143533279311543,-5.1229847277476
"815","ITPR1",-0.532131335081589,3.92941489060404,-2.30188848578043,0.0488783158281782,0.143636277801824,-5.1249032833404
"816","WAS",0.702644911210283,8.61210809071049,2.29629079851058,0.0493156742629912,0.144743921396892,-5.13368739672001
"817","TFG",-0.44231321703792,7.47551617929683,-2.29334622927341,0.0495472947133734,0.145145115107216,-5.13830621545166
"818","MEF2D",-1.14759409414631,8.54945053013441,-2.29284382008702,0.0495869218952229,0.145145115107216,-5.13909415612427
"819","C2CD5",0.388158550393964,9.62424100892431,2.29224524564153,0.0496341750617161,0.145145115107216,-5.14003286444264
"820","VDAC2",0.648835700062444,10.5204369653885,2.28778144515412,0.0499879704031508,0.14600145014091,-5.14703142908233
"821","BRIP1",0.62885800292033,8.26265560041186,2.28318649343273,0.0503547707014669,0.146893636820966,-5.15423238149841
"822","MCM7",-0.489377043773279,7.71117442083578,-2.27737651077553,0.0508223815207373,0.147986508001728,-5.1633327099121
"823","MED15",-0.673365590005936,8.29874012534604,-2.27699813084329,0.0508529837517419,0.147986508001728,-5.16392519080991
"824","NUP93",-0.845139716743103,7.71162530306392,-2.2722826971872,0.0512358872695668,0.148919842245889,-5.17130686828232
"825","ATP2B1",1.07842858788556,7.01423363831092,2.26984799489802,0.0514347058930279,0.149316509834911,-5.17511682471208
"826","MORC2",0.927320957754608,6.64828354349449,2.2649175333297,0.0518396697402917,0.150309938290555,-5.18282934247179
