"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1418","TAB2",-1.39259408418376,8.71490148421706,-2.24264865128829,0.0537083382600886,0.0907133075690494,-5.21761355723642
"1419","IL4R",1.11399602766025,5.87219671449906,2.23235204411645,0.0545947003600959,0.0921453892617545,-5.23366850619174
"1420","MOCS2",-0.369858650735129,6.49996392294482,-2.22550894836524,0.0551917368096667,0.093087471590952,-5.24432835610676
"1421","EBAG9",-0.697811224357066,10.2517234186054,-2.22399393715795,0.0553247837588403,0.0932462048574402,-5.24668725102373
"1422","NUP188",1.15109503125661,7.39882706878328,2.21511697593873,0.0561107231053419,0.0945043472836103,-5.26050057457442
"1423","ETS1",0.926429807982195,7.46723756578036,2.21415268320887,0.0561967578198683,0.094582737159933,-5.26200024416857
"1424","ANKRD11",0.872873897137623,7.13277635824056,2.21312499045161,0.0562885920565024,0.0946707710500866,-5.26359832808929
"1425","HEATR1",-0.77498809848251,6.47500513687185,-2.21244282963765,0.0563496312351381,0.0946849560849393,-5.26465899667125
"1426","CHAF1A",-0.647361058869501,8.54870427728048,-2.2121473029181,0.0563760949382561,0.0946849560849393,-5.2651184748256
"1427","PAPOLA",-0.47164639471511,9.26884575508444,-2.21103837649045,0.0564755057177934,0.0947854493301438,-5.26684246640586
"1428","ADD1",-0.614728932053863,7.33245016766496,-2.21002279238956,0.0565667000533764,0.0948720214480648,-5.26842114671889
"1429","ZBTB16",-0.545021683517828,7.41717137069671,-2.20686474471907,0.0568512035589549,0.0952824580291792,-5.27332898561088
"1430","UBN2",-1.06918405631465,7.18597931277378,-2.20372115437933,0.0571358023818749,0.0956924802130003,-5.27821253585143
"1431","TRAPPC12",0.978419628366564,7.9482887979628,2.19875310714536,0.0575884337484624,0.0963831578110185,-5.28592663821326
"1432","CDK5RAP2",-0.496332707459576,7.38249360243455,-2.19754402904051,0.0576991232651034,0.0965009778072085,-5.28780333043436
"1433","MASTL",-1.32145227752692,9.32336823300386,-2.19689007902,0.0577590786358277,0.0965338404276394,-5.28881825666031
"1434","RTF1",0.68299636360852,8.76092311694045,2.19457126716704,0.0579721654943686,0.0968224102921987,-5.29241639096855
"1435","MAST2",-1.05631674771694,9.2155520168396,-2.19188761675577,0.0582197434686869,0.0971681432804914,-5.29657938639179
"1436","TAF3",0.509050217005084,9.62291771727337,2.1899252280024,0.0584014391412449,0.0974035144451821,-5.29962266687481
"1437","TOB2",0.638838156736563,7.74479610089498,2.18855905779446,0.0585282601983917,0.0975471003306528,-5.3017408973916
"1438","ARMC10",0.828721427930548,6.41450867334271,2.17952150048025,0.059374049522968,0.0988879336630795,-5.31574452218552
"1439","UFD1",-0.702299830917235,9.79121978106007,-2.17206318418995,0.0600810659454677,0.0999959367195241,-5.32728921492063
