Gene	"Gr2_F2: 128N, Control, 781"	"Gr1_F1: 128C, Sample, 4"	"Gr1_F2: 126, Sample, 1"	"Gr1_F1: 126, Sample, 1"	"Gr1_F3: 128C, Sample, 4"	"Gr1_F2: 128C, Sample, 4"	"Gr2_F1: 128N, Control, 781"	"Gr2_F3: 128N, Control, 781"	"Gr1_F3: 126, Sample, 1"
NADK	8.865423978	9.308566567	9.986410935	9.722636788	9.983706193	9.683871869	8.62497818	8.251719093	10.41574177
RRAS2	9.207746467	9.399384747	8.920352855	8.838258482	9.419117482	9.677367292	8.739105507	9.38478375	8.792139552
DLGAP5	8.389738879	9.195003027	8.62497818	9.420381341	9.0558247	8.457380879	8.498250868	8.514516816	9.173177415
USP1	10.19364856	9.556122818	10.3737352	10.24019505	9.656067274	9.613789464	9.326654188	10.2564446	10.45922668
KHSRP	8.022922589	8.419960178	8.379378367	8.62935662	7.477353527	8.156335937	8.654993973	8.46311562	7.642412773
RRM2	9.398316163	9.973984298	10.11582398	9.818901676	10.50947812	10.3617245	9.58345891	9.64385619	10.23026066
KANK2	10.24626556	9.869593843	10.75930566	10.78806575	9.727409977	9.789044513	9.381759231	9.762548143	10.77280941
MTA1	7.94016675	9.223036338	7.427103287	8.284939742	8.205060111	8.208965886	8.30058136	7.935459748	7.346070441
RSRC2	10.37275626	9.47208155	5.596935142	5.762880293	9.807676916	9.384567923	9.53954658	9.97384084	5.346956889
YJU2	9.721099189	9.20261362	9.947490835	9.285864547	9.969962045	9.882643049	9.48723711	10.00393949	10.00758797
STAU2	9.971399852	10.2589193	9.688250309	9.881572857	9.980853606	9.962462264	9.430452552	9.837785596	9.586839788
ZCCHC17	7.699051844	8.375039431	8.509379149	8.575917361	7.724513853	8.227856573	8.103812329	8.990103964	7.94016675
PRRC2B	9.612684233	10.43212427	3.277984747	6.129283017	9.98484565	8.744161096	9.572700226	9.669948004	5.906890596
HEMGN	10.06649287	10.13249973	10.83936128	10.86279231	10.21188829	10.13570929	10.34850687	10.01024835	11.03183902
AEBP2	9.568716189	8.448735798	9.515108449	9.118422024	8.713214653	8.882031608	9.260684356	9.448942236	9.314469954
MYCBP2	9.918565129	8.957682486	10.0965834	9.078150808	9.359969132	9.897391707	9.605479518	9.612684233	9.500443565
NUFIP2	9.411087227	9.82336724	10.59618976	10.48240463	9.343629895	10.05853297	9.289788366	9.480184324	9.959277506
NASP	8.357112092	8.234098898	6.264911693	5.456149035	8.947783026	10.22472525	8.886001351	9.583646945	6.048759312
TTC33	9.525129251	9.100925101	8.903279342	9	9.086401646	9.010108453	9.909743108	9.795552678	9.113221243
MYO9B	9.74096128	9.891328043	8.0061858	8.468420402	9.727920455	9.412146397	9.823207993	9.777584097	8.523561956
CSRP1	9.820178962	9.951576139	10.22049925	10.34562701	9.639883313	9.830515207	9.541871009	9.775281049	10.08945048
CBX3	9.161887682	8.87958325	4.217230716	5.339850003	9.381542951	7.565292521	8.970105891	9.769341987	5.716990894
TACC3	9.303552456	9.693138438	10.37253862	10.35513082	8.733354341	9.603255425	8.71183902	9.590774158	9.287943192
EML4	9.865269307	10.12863881	9.427941333	9.962317655	10.18214602	9.4629112	9.77807713	9.795877317	10.19574129
MAP3K1	9.74281467	9.200408226	6.678071905	5.94016675	9.697315122	9.490850877	9.702519029	9.902224355	6.925999419
CEP128	8.574782721	9.030667136	8.505414609	9.103812329	9.369597346	8.67030217	8.621319301	9.242459601	9.388017285
SUCO	9.067703244	9.194264383	9.289096702	9.845176387	9.505017556	8.700439718	9.097768793	8.929258409	10.07360604
FAM126B	9.06501215	8.683345562	9.587777516	9.333379007	8.972692654	8.98099637	7.680183682	8.871597266	9.604738534
SORL1	8.008988783	9.387586566	8.471268764	8.643495471	8.306061689	9.399811959	8.33583694	7.627898616	7.591709333
ATP1A1	8.60399717	10.02111879	7.00337736	7.186857067	9.62516088	9.443565213	7.86913112	9.587777516	7.031218731
ZC3HAV1	9.395962489	9.424586226	10.22893891	10.13686298	9.262564702	9.487639087	9.870518845	9.826866227	9.884170519
LYSMD3	8.849874194	10.03232129	9.871597266	10.73817672	9.67542783	9.085870755	7.970968661	9.227134564	10.40194612
SGPP1	9.426264755	9.803323919	8.68580002	8.602513297	9.299208018	9.598982971	9.449973986	9.465566405	8.196725061
DEK	8.480992104	9.649974651	8.278449458	7.6043679	9.376559544	9.639159795	8.477353527	8.833838844	8.711150711
CCP110	9.57497189	9.810571635	10.12127448	10.40119953	10.16415271	9.517669388	9.758722907	9.789207575	10.78920758
PUM2	9.849717846	10.035074	5.40599236	6.114783447	10.33404977	9.447703162	9.842821735	9.936048964	7.387155718
BORA	9.067972078	8.900564957	10.01178633	9.574782721	9.030667136	9.407055275	9.909593116	9.150508905	9.38024459
SIN3A	9.713042771	9.63499251	7.582706527	7.76884596	9.663913842	9.725195817	9.601770788	9.754386479	7.224001674
KANSL1	10.28713519	10.1009251	9.997461781	10.18871246	10.05555359	9.997179481	10.02956331	9.800090988	10.10617032
BAZ1A	8.761551232	8.960001932	10.59423128	9.568906155	9.971399852	9.982280605	9.163901214	9.127736444	10.55180437
OSBPL3	8.473299871	8.907791998	7.352264173	8.184875343	9.297374861	8.03562391	8.534497434	9.213833283	8.490650349
ARFGAP1	8.366322214	8.35974956	6.334496768	5.722466024	8.541871009	8.614341763	7.441284272	9.020979939	6.64385619
PRPF40A	9.067165427	10.15557722	6.562242424	5.904484098	9.374604819	10.22725492	9.923030298	9.83541884	5.259272487
SGTA	9.71183902	10.10852446	8.219652565	9.703384525	9.610655774	8.364572432	9.58402294	9.819859747	9.412569847
CARMIL2	9.171927354	9.318768743	9.362382216	9.79246496	9.493455201	8.767191303	9.485024233	9.724854875	9.758056612
RRBP1	9.001126665	9.254083779	5.752213368	7.132371199	9.328450541	7.869748051	9.266552318	9.132114103	6.464341533
ZNF608	9.254320035	8.6395216	8.475328123	8.634084983	8.74819285	8.756556323	9.400666004	9.495855027	8.667466405
DDX42	8.403864177	8.384136172	7.635899466	8.065550771	7.674545394	8.009548727	8.982137968	9.537800798	7.523561956
TPR	8.795715007	9.008988783	9.21310422	8.98982022	9.605109074	9.373300197	9.468624043	8.766197597	9.695228291
BLNK	9.421854445	9.46515823	9.457380879	9.492053457	9.175424799	9.441076735	9.257859235	9.624429939	9.340962764
GTF3C4	9.361505198	9.833522636	9.67030217	9.575917361	9.456354415	9.849092288	9.710806434	9.657139777	9.076013877
WNK2	9.244839501	9.276589716	10.09354961	9.715618859	9.550169592	9.719217673	9.031494449	8.909893084	10.00562455
UHRF1BP1L	8.650333754	8.342074668	8.78496195	8.411934625	8.979282276	8.602513297	8.668884984	9.30103885	9.305833758
SLU7	8.511357341	9.723490302	6.272396509	6.652486495	10.05758565	9.322378867	9.178664851	9.639883313	6.64385619
KNL1	7.844234988	9.645838533	10.00112667	10.25538271	9.263973355	9.272396509	7.597680144	8.66853047	9.888286628
KIF4A	7.05853297	9.022922589	9.316281532	9.37090532	7.998872454	8.791162889	8.017365205	8.609548139	8.454504938
BUB1B	10.23995647	9.819540461	9.209697044	9.396604781	9.471472004	9.698704667	9.530211233	9.970968661	8.972118218
TOPORS	9.398957409	8.956230937	7.532161085	7.248876343	8.963185094	9.359090645	9.375691104	9.503627006	6.978424465
HSPBP1	9.401946124	8.952450058	8.817303476	8.969242604	8.982137968	8.883865155	9.327103486	9.452035274	8.860155835
DVL3	8.339850003	8.663202279	7.965207091	7.383704292	6.074676686	9.279146244	8.098558518	8.372429792	6.375039431
PPP1R35	9.629902992	9.633358551	10.24269777	9.870210577	9.925702781	10.0533829	9.62058641	9.858602712	10.13108526
SGO1	7.368069877	9.258094873	4.596935142	6.385431037	8.285864547	7.728600811	8.829722735	9.667821181	5.381975479
TAF12	9.298520857	9.03094296	9.703038389	8.747185967	9.968090752	9.855335703	9.076815597	9.006746832	9.754720514
PPP2R5C	7.290940402	9.356231863	8.141596278	7.905086099	8.258330473	9.596003349	8.48058827	8.533329732	6.693486957
H1-3	8.892998093	9.349391818	10.05216045	10.12489675	9.289788366	9.294620749	8.780375722	9.042480186	10.03672311
OTUD5	9.45779126	8.99830835	9.684222633	9.303552456	9.902073579	9.403225109	9.38024459	9.618752554	10.21977355
SOX5	9.644757593	9.11504365	9.73148875	10.13108526	8.628627802	8.615813525	9.616548844	9.29530977	9.555739479
PAK4	8.898450233	9.099610812	9.532940288	9.851905169	9.160879862	9.085074053	9.66853047	9.519832792	9.924070186
SAMHD1	10.01889562	9.739274312	10.01122726	10.80195081	9.377861223	9.000563443	9.729620744	9.266786541	10.38089392
FAM193A	10.05785638	9.318768743	9.876209958	9.508389035	9.36303963	9.780703794	9.732506644	9.884017845	9.540321806
LASP1	9.330244659	9.876516947	10.09763713	10.04739661	9.895726738	9.872982622	9.648357582	9.488844346	10.15038197
HSF1	8.939285356	10.12941182	8.566434646	9.482404631	9.490249211	9.20725841	10.13814378	9.784634846	8.896635141
IKBKB	9.482001193	8.888743249	7.510170751	7.645298164	8.796364138	8.529820947	8.885391332	9.619853147	7.313790025
PHC3	9.135965742	9.074944224	8.956521363	9.023477152	9.094869433	8.974988112	9.542644987	9.402585758	8.89056829
UBR4	9.73420154	9.445221817	9.995060467	9.336729697	9.726218159	10.11816243	9.732337045	9.314243347	9.246503098
EI24	9.087197616	8.940460429	10.52913769	9.715275646	9.096188046	9.813139851	9.478567406	8.477353527	9.680886921
HSPA4	9.519636253	9.361505198	9.816503711	9.505414609	9.553629294	9.649974651	9.501439145	9.445014846	9.697662633
NKTR	9.731828128	9.346513733	9.808642468	9.980853606	9.0725346	9.103812329	9.850343134	9.765368986	9.674192268
SETD2	9.826707366	9.308111458	7.17292749	5.738767837	10.14082977	10.06850959	9.818262608	9.64096791	7.112700133
RERE	9.881266942	10.69557631	7.087462841	7.156841525	8.891783703	10.73564064	9.875749351	9.886458696	6.226893814
URI1	9.637168247	10.06810648	10.30628959	10.23433845	10.26232979	10.22929951	9.37721053	9.506803438	10.46679024
MRTFA	6.850499414	8.722807531	10.01499682	9.308566567	8.650692767	9.343185715	7.145677455	9.103812329	9.329123596
SYAP1	9.656603625	9.092757141	9.971687242	9.863566829	9.91094248	9.191306019	8.953032377	9.980710829	10.73106442
AHSG	6.686500527	7.166916252	4.776103988	4.10433666	8.241744865	7.641690523	7.899659026	7.203592714	5.197708158
YRDC	9.498051366	9.488844346	9.886611112	10.11061381	9.631358973	9.336283388	9.057450272	9.725195817	10.20089861
G3BP2	9.660709039	9.488040952	9.951721829	10.00562455	9.23935985	9.454710552	9.144148367	9.267254872	9.76586621
RIPK3	9.142362379	8.262094845	9.356672044	8.956811732	8.795390331	8.532940288	8.917372079	9.209453366	9.590961241
CBX5	9.878050913	9.790185563	6.232660757	8.248876343	9.038918989	8.047123912	10.19819946	9.328226119	7.340740281
CETN2	9.129798173	8.64385619	9.168672118	8.60659028	9.15911448	9.272629785	8.570614722	9.164404158	8.988684687
STX10	8.430034319	8.6395216	8.669239411	9.109569509	8.747185967	8.862017377	8.330468767	9.097768793	9.337621902
APLP2	7.66035251	8.454916138	6.529820947	8.114783447	8.55956829	7.348728154	8.534497434	8.463933011	8.398316163
KIF21B	8.116343961	9.095133252	9.47634118	9.358651201	9.170926525	9.158609688	8.279842694	8.250298418	9.480790201
CFL1	8.869748051	9.155830172	9.424376273	9.332931659	8.375473913	9.310385568	9.538770938	9.344739746	8.56414949
WIPF1	8.437960088	9.540321806	9.594511228	9.861242026	8.95942242	9.215775653	9.314923062	9.28424575	9.373952655
UCHL3	9.419117482	9.411299123	9.27076252	9.370033469	9.417008587	9.447909749	10.03397354	9.692789835	9.290479698
HIVEP1	9.140318539	9.967946706	9.255264671	9.344295908	9.446669787	9.783653086	8.882031608	9.198445041	8.82527683
MYO18A	8.381110294	8.435878577	8.416586438	7.156841525	8.696967526	9.372647443	7.847996907	8.759222426	7.677367292
AGFG1	8.952158811	9.430452552	7.511752654	7.921840937	9.404290064	8.908992993	8.540321806	9.903731243	8.004501392
HACD3	8.671364147	8.994636291	9.173926932	9.818901676	8.668884984	8.330020516	8.595816919	8.879276912	9.49645436
GTF3C2	9.03094296	9.755722154	10.24043359	10.26150731	9.49285462	9.792139552	9.36435356	9.332707934	10.11139653
USP14	9.290249291	9.604923816	10.07628117	10.23206111	9.351380981	9.444393753	9.490850877	8.60399717	9.94016675
YTHDC2	8.894817763	8.434211203	7.188836073	6.199672345	8.992938336	8.951576139	8.48703608	9.394891366	7.254556252
MCM3AP	8.619486376	9.359090645	9.862637358	9.458406613	8.596562497	9.70994538	8.756222713	9.691394579	8.85237345
CAAP1	9.731658449	9.622600964	9.968666793	10.09196423	9.77807713	9.547665748	9.859690074	9.555931161	10.19881334
ELAVL1	8.894817763	8.943979914	9.406205005	9.514714054	8.909293086	8.889047583	9.166414183	9.284708449	9.388017285
SCAF1	9.135452784	10.01833929	9.403651186	9.512147859	9.084276911	9.777419716	9.829405624	9.600470477	8.692092375
HDAC5	9.705459599	9.925999419	8.658925511	9.480790201	9.575350153	9.414262406	8.28169825	9.390168956	9.312882955
NOL8	8.616548844	8.439207555	6.575917361	5.802193217	9.100136671	8.969818186	9.307200809	9.415741768	7.48058827
SLC2A1	7.977279923	8.573647187	8.94602899	8.974988112	8.263973355	8.499447297	8.799605422	8.540709263	8.745506266
RYBP	9.029287227	9.735725245	5.048759312	5.557655155	10.08958289	9.278217121	9.372429792	9.216260837	6.451211112
PSD4	9.472284675	9.77280941	8.758556362	9.700786478	7.884475819	8.713901978	9.551708262	9.62058641	7.868513924
CREB1	9.47634118	9.758722907	10.16150983	10.17480088	10.11907081	9.783653086	9.760553633	9.97053734	10.5131354
HNRNPA2B1	6.955359305	8.511357341	8.439623138	8.852997588	7.315602457	8.123604124	7.081083929	7.687200695	7.678776174
FARP2	8.924812504	9.707531693	9.409815196	9.355791547	9.652844973	9.83541884	9.063395081	9.026246773	9.147204925
POLD3	9.108001646	9.751209288	7.378511623	6.727920455	9.455532718	10.15494466	9.613052738	9.544578117	5.189824559
RPS6KB1	9.145677455	8.528649452	9.407267764	8.622417939	8.123086751	9.238404739	9.601213656	9.414262406	8.432959407
SCAMP3	8.601770788	9.303095762	8.767522386	9.511752654	8.865733271	8.573268478	8.886915896	9.204815648	9.146695948
CEP170	9.47370575	10.08746284	10.07507797	10.04507705	10.06460805	10.07333825	9.460251099	9.307656205	10.05745027
SLC9A3R1	8.985841937	8.858913471	9.317864798	9.172677521	8.889656058	9.129283017	8.914983017	9.578750064	9.196970898
CALU	5.968090752	9.57194221	8.568716189	9.214804795	8.907491593	8.965495717	6.893604905	7.923624611	8.38024459
NCOA2	9.614157687	10.02997735	9.744665681	9.897240426	9.839518753	9.899356923	9.811856314	9.608069968	9.720415285
NCAPD3	9.637530552	9.433168115	10.69165629	10.63099512	9.397032817	9.55956829	9.566434646	9.754219433	10.60334816
NKRF	7.905086099	8.796688594	7.024585638	8.100136671	9.274494636	7.9489512	8.348728154	7.440453944	8.616181231
RRP9	9.985984208	9.465974465	8.693138438	7.752213368	9.253611152	9.72417275	10.06056084	9.762880293	7.669593751
DDX51	9.66088727	9.639340709	6.357552005	6.171927354	9.682292371	9.73148875	9.649076503	9.835102979	6.472487771
NFATC2	9.595630464	10.23290055	10.40141288	10.24946904	9.787739349	10.42479615	9.876670417	9.484822894	9.77478706
BRCA1	9.150001093	9.422905743	8.711150711	8.800252806	9.31083996	9.468624043	8.924812504	9.469031239	8.620219826
MPHOSPH10	8.548051238	8.901771981	8.864805194	9.235056863	9.374170076	8.573647187	8.52160044	9.501439145	9.6231499
IFI16	9.632268215	9.33315535	9.246265559	9.132371199	9.640787201	9.6231499	9.447496547	9.244601688	9.380028083
MAF1	9.067972078	10.09908476	4.491853096	7.836050355	9.488844346	8.423746229	8.523169866	9.640064136	6.482202926
ZNF148	8.473299871	8.113221243	8.491853096	8.525129251	8.059074015	8.388017285	8.327777171	8.34251919	8.698357406
ZFR	7.732676223	9.489446599	7.201633861	7.184875343	10.07721629	9.157599574	9.616365049	9.708566625	8.112178834
EHBP1L1	8.632631752	9.046578367	9.357552005	9.61526179	9.338290694	8.712870868	7.6387979	9.337175869	9.943979914
SEMA4A	7.927185358	8.481395824	5.867896464	5.498250868	8.807676916	8.607330314	7.71630504	8.798309782	5.827819025
WEE1	9.907040869	9.874981348	8.43629512	8.36719631	10.06447333	9.739274312	9.410239331	9.899961067	8.54689446
XRCC6	8.465566405	9.681941137	9.993504543	10.23385931	9.77280941	9.485225544	8.765534746	8.337175869	10.24994303
CCDC18	9.141085319	9.390813832	9.949534933	9.778734244	9.485628082	9.571183795	9.293241719	9.553245292	9.981281854
RBM26	9.011227255	8.847370601	8.828771194	8.099084761	9.975418104	9.706841326	8.988400664	8.986979709	9.120756273
ANKRD28	8.116343961	9.2244841	10.46699411	9.673662417	9.468624043	9.870056418	8.242697768	8.194264383	10.00014088
EMD	8.805098948	8.748528321	7.876516947	8.645658432	8.371558863	8.01346226	8.867896464	8.450798854	8.631540867
PACSIN1	9.640425714	9.561860708	10.13275676	9.484621527	9.55956829	10.12709155	9.720244258	9.508983185	9.528063348
TSNAX	9.492654371	8.169423979	8.321928095	8.46311562	8.924812504	8.142617655	9.180157809	9.150508905	9.176422513
AKAP11	8.204082012	9.342296946	9.797337288	9.887829862	8.693486957	9.217715411	8.746514321	8.708394188	9.36128586
BRIP1	8.77016832	8.37721053	7.6043679	8.240314329	8.250298418	7.556122818	8.465566405	8.83447105	8.265380633
WRN	9.274727573	9.07734983	9.434836695	8.99095486	8.991238381	9.586652169	9.867742058	8.980425232	8.809928866
GCSAM	7.756222713	8.194264383	8.316055209	8.122569192	7.540709263	8.223519087	7.903279342	8.235056863	6.944858446
RIOK1	9.409815196	10.73513288	9.595070954	9.956085701	9.977995369	10.55765515	9.527477006	9.669770889	9.099873766
ATRIP	9.916178043	9.67930415	10.40546061	9.904484098	9.758556362	10.09671515	9.561478892	9.765203207	10.04220656
SLC1A5	9.405141463	9.317638724	8.617283788	8.395319911	9.529820947	9.4629112	9.726218159	9.095133252	8.802193217
DOT1L	9.153552032	8.754553506	9.506208389	9.137247341	9.202858456	9.035073997	9.421012856	8.999436337	9.678424083
TAF4B	8.941341105	10.31865578	10.13249973	10.80396964	9.940607246	9.622234891	9.285402219	9.288635409	10.35457998
ANLN	8.130313146	9.000563443	7.700439718	7.763544364	8.521207816	8.787249608	8.388447876	7.834154981	7.425425735
NR2C2	9.34251919	9.874059203	10.07734983	10.48190032	9.389093522	9.501439145	8.900263044	9.018200179	10.05202456
DSN1	8.925702781	10.00604551	11.04254858	10.18970104	10.58101223	11.03569263	8.902676587	9.397674633	10.75905594
SLC12A2	9.969386521	9.262094845	10.88111396	10.47370575	9.256444596	9.736909238	9.783325685	9.352264173	10.44790975
NEK1	9.546315723	9.956956894	9.686675601	10.11881133	9.232660757	9.52022579	9.452653086	9.551131453	9.498250868
NONO	9.360847084	9.390598906	10.0725346	9.935901682	9.367414751	9.481799432	9.492253789	9.434628228	10.12850994
ELL	9.60399717	9.773304077	10.34529435	10.22556897	9.23146121	9.874520349	9.444186663	9.677719642	9.673839056
EHMT2	8.54341855	8.134939643	9.019312726	8.051480865	10.07881795	9.278914019	7.476543706	8.37721053	9.854556752
DMAP1	9.546122759	9.064742765	9.746850183	9.499845887	9.428360173	9.398957409	9.43629512	9.535469797	9.787576121
NCOR1	9.21310422	8.748863715	7.789207575	7.222070355	9.273795599	9.428778891	8.647098607	9.326654188	7.328226119
USP10	8.929258409	9.180903709	9.771984589	9.881878708	8.968666793	9.055282436	9.105646653	8.95011843	9.837943242
VGLL4	9.667821181	10.2570342	9.305149746	9.953905415	10.34062903	9.699745948	9.775610281	9.592270148	9.936932337
PRKAR1A	8.46760555	8.901771981	9.223036338	8.758556362	8.58345891	9.494255587	8.953614461	9.459431619	7.842350343
TRIT1	7.078951341	7.462706751	8.71183902	7.199672345	8.397460726	8.917968728	8.413627929	8.52160044	8.030667136
DDI2	9.622051819	9.227615943	10.30720081	9.902827299	9.248402006	9.546701573	9.904935622	9.496654083	9.934133132
SRCAP	9.825594849	9.742477867	9.468216732	9.82702507	9.568526198	9.392961339	9.571563052	9.465974465	9.630449157
ALDOA	9.613789464	9.62516088	9.754052368	9.354910512	10.34163001	9.92273305	9.886611112	9.830356747	10.09064175
SNTB2	9.542838417	9.417219615	9.807032856	10.09024477	9.731149292	9.217715411	9.558229362	9.368506462	10.22641219
PFDN5	7.740118043	8.936343481	8.976707312	9.063664719	9.136734838	8.761218776	9.28424575	8.708394188	9.282393469
MBD3	9.949534933	9.49645436	7.666046429	7.559185866	10.4767462	9.484218708	8.606220121	9.696619847	8.784634846
CCNT1	4.678071905	4.822730148	8.532161085	5.708739041	4.817623258	7.624247146	7.718361626	7.831623937	5.804776378
UTP3	9.780703794	9.493255035	7.452035274	8.386293635	8.855491443	8.534108305	9.924515622	9.589276615	7.87835751
DDX20	7.221103725	9.634084983	9.453270634	9.285402219	9.100136671	9.855491443	8.733354341	9.020146573	8.755221421
GTF3C3	9.435045131	10.02749137	7.21042783	8.228337712	8.29553937	9.193278936	9.191059215	9.36303963	6.419538892
MAP4K4	9.739611864	10.29024929	10.35974956	10.39542703	10.02458564	10.16364968	7.138527801	9.485829309	10.21079309
KPNA3	7.290940402	8.581577216	6.091699834	7.14974712	8.124638314	8.063934306	8.490249211	9.209453366	6.54225805
TNKS1BP1	8.797337288	9.368942914	9.124379836	8.77939106	9.231701199	9.57761765	8.99830835	9.2644426	8.722124437
PNPT1	8.48984796	8.174925683	7.970968661	7.811214118	9.111396532	8.447496547	8.512937943	8.739105507	8.532161085
JADE1	9.226893814	9.74096128	9.228097163	9.761883612	7.747521673	9.268892836	9.47208155	9.567956075	7.664625055
KAT7	8.986126464	8.904484098	8.34739991	8.261154673	9.604923816	9.086401646	9.36303963	9.511159644	8.970393538
GIT2	9.078417702	9.528063348	9.98484565	9.803646814	8.746514321	9.589651147	8.990671284	8.692789835	9.206281802
VRK3	9.944419247	10.68404726	10.79465954	10.91356264	10.26350396	10.56767093	10.30788385	9.75204607	10.53954658
SLC43A1	7.872213144	9.273096224	8.220620167	9.132371199	8.411934625	8.583834955	8.250772132	8.964629667	8.388878339
SAMD1	8.886611112	10.15658875	9.596562497	10.509775	9.539934245	9.292321633	9.87835751	9.616732615	9.807032856
DENR	9.049031698	9.027076623	6.619119511	7.014578465	8.824640581	8.614709844	8.969818186	8.899356923	7.01346226
CTDP1	8.393175914	7.381110294	8.287250643	7.686500527	7.652486495	7.757556689	8.830673649	8.732337045	8.09434165
MGA	8.755555262	8.782998209	9.896635141	9.649076503	9.038644687	9.114783447	8.537218401	9.160627797	9.868050854
SETDB1	8.972692654	8.846430632	10.26994483	9.812016819	9.011227255	9.414473836	9.114262901	9.532161085	9.900715891
TIMELESS	8.688949628	9.207746467	7.352264173	8.180903709	9.388017285	8.607330314	8.937226674	9.221828758	8.451623252
ITPR3	9.493255035	9.208722085	10.18276677	10.12941182	9.163901214	9.232660757	9.521796711	9.393390457	10.16125788
CTTNBP2NL	8.638435914	8.386724741	8.280306806	8.33583694	8.180903709	8.431288654	9.165158245	9.165158245	8.082149041
XAB2	8.00506308	7.917670434	8.395748328	8.590212761	7.602884409	7.720415285	8.425006041	8.433376793	8.105908509
NUP205	8.833838844	9.973553879	10.02014657	10.21904748	9.457996407	9.712011046	8.953032377	9.373735202	9.752547906
INTS9	9.319672121	6.727920455	5.181897643	5.830356747	7.409390936	7.613236955	9.166163083	9.564721118	6.74281467
SRSF10	9.6727789	9.591335336	9.766363262	9.686150316	10.08201595	9.643675842	9.515699838	9.111657346	10.12850994
SH3BP1	9.422064766	9.781359714	9.660530785	10.37046946	9.09934781	9.137503524	9.834945023	9.334049768	9.756222713
PWP1	10.04548666	10.32788942	6.10433666	6.279842694	10.46393301	10.13442632	10.32530546	9.626074036	6.963474124
TOMM70	10.12941182	9.758722907	9.36128586	9.311294209	9.594697827	9.98669535	10.07106007	9.427731867	9.407267764
XRCC4	7.548436625	7.909293086	7.62497818	7.598424761	7.86913112	7.967514481	7.955359305	7.745506266	7.369815424
RABEP1	8.94016675	9.353587949	8.549207089	9.07307042	9.058803518	9.027629592	9.539740426	9.74096128	8.893604905
UBA1	9.124379836	9.244839501	10.38273209	10.38737116	9.192292814	9.306289585	9.30035256	9.144148367	10.35138098
ABI1	9.051752739	10.3737352	11.21922903	11.18177344	10.79311556	10.41785251	9.223036338	8.981852653	11.51973453
RPP30	9.274494636	9.434628228	7.938991439	7.87897051	9.604182547	9.700439718	9.4629112	9.048214385	8.017921908
NKAP	8.421644094	7.906289347	9.926147714	9.121274482	8.30833903	8.711494907	7.41869595	8.718019065	9.605479518
GPSM3	9.197953828	8.654636029	7.087462841	6.14363831	8.202123824	9.344073938	9.378078056	9.592083234	5.885086225
MARS1	8.632268215	8.953905415	10.31015832	10.26138977	8.603626345	9.121274482	8.594697827	9.078150808	9.849874194
PAPOLA	8.995767151	8.870672955	9.47045552	9.662846365	9.03919324	8.675604253	9.162894799	9.550939132	9.991238381
HSH2D	7.507001733	9.256916297	7.905086099	8.842978832	9.288173968	8.394462695	8.535664191	8.155324229	8.833522636
RIPK1	8.73369328	8.917073663	9.446876522	9.444600814	8.666756592	8.853309555	9.079751431	9.198936088	9.282161767
GPATCH4	9.342296946	8.126188211	9.797337288	8.0725346	7.99830835	9.848466457	9.27076252	9.941927925	7.76884596
SEPTIN1	8.14822234	8.142617655	8.446669787	8.341630009	8.902375114	8.310612782	7.412781525	8.138527801	9.0725346
MKNK2	9.921543444	9.597307691	8.357991784	10.34107399	10.38780194	7.723148957	9.373735202	9.459841417	11.12470293
TMEM160	7.048759312	5.832890014	5.786596362	5.605849867	6.316507819	6.123086751	7.387155718	7.354910512	6.033423002
TMC8	9.058262372	9.565482938	10.00702727	10.15304529	8.703557562	9.486030507	9.156335937	9.071730497	9.36435356
ATP5IF1	9.534108305	10.51441819	10.21735191	10.34706766	10.07427529	10.40301202	9.264677166	8.963474124	9.847213982
PTGES3	8.523169866	8.439623138	6.808642468	7.801546703	8.630813152	8.804453736	8.859534786	8.222553427	6.804776378
FAM126A	7.902676587	9.29186137	9.814101754	9.739611864	9.239598529	9.333826215	9.010947636	8.103812329	9.843607046
SPTBN1	9.263503957	9.28771238	10.04930403	9.985557354	9.086136225	9.345627012	9.032045727	9.178415874	9.860311055
UCKL1	9.874674032	9.545736753	10.11881133	10.19105921	9.802031616	9.453064814	9.485024233	9.447703162	10.41151099
CD2AP	7.324630615	7.525912261	8.524737587	7.929554316	8.138015753	8.210914816	7.204571144	7.314696526	8.37894506
CHCHD3	7.907491593	7.73809226	8.231221181	7.309248961	7.961739073	8.721782768	7.518062976	8.615077832	7.540709263
VIPAS39	8.939579214	9.065281486	10.02749137	9.777255315	8.941634545	9.315149562	9.154058596	8.933690655	9.595070954
TLE4	9.384352064	9.801708359	9.65624608	10.02389293	8.966361247	9.517669388	9.354469792	9.50957709	9.212861117
RICTOR	8.980710829	9.469234794	10.08281434	10.25715209	9.326654188	9.305833758	9.250772132	8.844862656	9.982708429
RPS10P5	9.084542674	10.05839768	10.4602511	10.23947919	9.111657346	10.29013407	9.460455896	9.047396608	9.480184324
OSBPL11	9.934722889	10.02928723	10.59758704	10.63390341	9.717847754	10.0490317	9.983563697	9.444186663	10.3178648
TSC2	8.463933011	8.83320636	9.123086751	9.222070355	9.297374861	8.642051693	8.48058827	8.582706527	9.792952934
KIF2C	9.217473084	9.450386479	9.456970381	9.977136792	9.078951341	9.00814846	9.637168247	9.13416959	9.518062976
AKT1	9.605664705	9.221103725	9.288635409	8.958842675	9.208722085	9.439207555	9.405566974	9.296227953	9.033147652
