Gene	"Gr2_F2: 128N, Control, 781"	"Gr1_F1: 128C, Sample, 4"	"Gr1_F2: 126, Sample, 1"	"Gr1_F1: 126, Sample, 1"	"Gr1_F3: 128C, Sample, 4"	"Gr1_F2: 128C, Sample, 4"	"Gr2_F1: 128N, Control, 781"	"Gr2_F3: 128N, Control, 781"	"Gr1_F3: 126, Sample, 1"
EIF2D	5.897240426	5.053111336	5.746850183	5.185866545	4.995484519	5.697662633	4.412781525	5.449561375	5.091699834
GADD45GIP1	6.226893814	5.300123725	5.705977902	5.10433666	6.215290306	5.504620392	5.995484519	5.635173947	6.757556689
FBRSL1	5.680886921	6.145677455	8.284939742	6.851749041	7.708049252	7.859224162	5.773468928	5.827819025	7.904484098
CUX2	6.251719093	4.837943242	6.232660757	5.133399125	6.607330314	6.089582893	4.935459748	5.95419631	6.908092341
MPP6	5.432959407	5.700439718	5.683696454	5.783980414	4.572889668	5.649615459	5.364572432	5.820178962	4.472487771
LYSMD2	5.984133595	6.078951341	6.565292521	6.421223299	6.336283388	6.155830172	5.419538892	6.061776198	6.577428828
CEP295	5.551516018	6.087462841	6.6043679	6.658211483	6.09592442	6.048759312	6.10433666	5.933100475	6.893604905
SNX15	5.399171094	5.845490051	6.207502459	6.085339669	5.501439145	6.087462841	6.118941073	5.274261661	5.741466986
CCDC15	5.791814071	5.412781525	6.059614856	5.897240426	5.539158811	5.318316841	5.62935662	5.638073837	6.008988783
PDZD8	6.129283017	5.652486495	5.802193217	6.745506266	4.026800059	4.797012978	6.439623138	5.897240426	5.031218731
PATZ1	5.746850183	5.569855608	6.240314329	6.078951341	5.189824559	5.794415866	6.085339669	5.87036472	5.554588852
METTL1	5.259272487	4.632268215	5.422905743	5.10433666	6.078951341	4.921245889	5.526694846	5.314696526	6.54225805
DYRK2	5.87774425	6.015693807	6.320123598	6.512542955	5.43629512	5.703211467	5.797012978	5.714245518	6.183883459
SPICE1	6.116863758	7.371558863	7.559185866	7.605849867	7.093813673	7.363696745	5.419538892	3.62058641	7.356672044
PUF60	5.680886921	5.847996907	5.807354922	6.171927354	6.116863758	5.722466024	6.046578367	5.840463234	5.672425342
PGLS	4.112700133	7.746850183	7.311975314	7.865423978	7.317412614	7.282625134	2.263034406	5.569855608	7.617651119
SIK2	7.241268177	7.58044702	8.280306806	8.209453366	4.554588852	7.762880293	5.865423978	4.285402219	5.240314329
MSANTD2	5.232660757	6.264911693	6.432959407	6.556122818	6.648177796	6.199672345	6.50779464	5.197708158	7.14974712
REL	4.87774425	4.977279923	5.809928866	5.399171094	4.655351829	5.429615964	5.061776198	5.116863758	4.649615459
TRIOBP	5.240314329	6.089582893	5.652486495	6.339850003	5.995484519	5.572889668	6.602884409	5.189824559	6.419538892
SRSF5	6.584962501	5.520422249	6.378511623	5.510961919	6.017921908	6.09592442	6.10433666	4.776103988	6.375039431
BAHD1	4.760220946	6.899659026	6.924812504	7.442114122	5.137503524	6.666756592	4.842978832	4.153805336	5.409390936
CAMK4	5.504620392	6.199672345	6.002252452	6.026800059	6.270528942	6.195741293	4.837943242	4.350497247	6.318316841
CEBPB	5.608809243	7.735386783	6.914086097	8.036173613	7.39145842	6.871597266	7.345183447	0	7.525129251
STAT5A	4.602884409	5.760220946	4.62058641	5.602884409	4.364572432	4.426264755	4.399171094	5.491853096	5.100136671
MAP3K11	6.475733431	5.070389328	5.129283017	5.217230716	5.545350645	5.153805336	6.23457796	5.137503524	5.789207575
HINT1	6.059614856	4.882643049	7.236492618	5.173926932	5.495055528	6.529820947	5.599912842	4.478971805	6.240314329
MPLKIP	5.364572432	6.145677455	4.981852653	5.040015679	5.820178962	5.714245518	4.882643049	5.14974712	4.153805336
ZBTB2	5.614709844	6.173926932	6.155830172	6.116863758	5.472487771	6.215290306	4.797012978	5.197708158	5.66106548
BRPF1	5.584962501	5.602884409	5.608809243	5.672425342	6.017921908	5.87282876	5.475733431	5.289096702	5.655351829
KRBA1	4.977279923	4.614709844	6.357552005	5.040015679	5.95419631	5.714245518	5.462706751	4.201633861	6.375039431
HMCES	4.270528942	4.10433666	4.578938713	4.498250868	4.812498225	4.364572432	4.053111336	4.255500733	5.244125943
CSE1L	4.949534933	4.749534268	5.765534746	5.339850003	4.412781525	5.133399125	4.672425342	5.209453366	5.161887682
STAP1	3.981852653	5.314696526	6.22881869	6.181897643	4.972692654	5.578938713	5.325530332	5.177917792	5.711494907
MLX	4.217230716	4.614709844	4.54225805	4.510961919	5.173926932	4.343407822	5.778734244	4.666756592	5.300123725
PEX11B	3.584962501	4.10433666	4.705977902	5.061776198	4.285402219	4.412781525	3.485426827	4.087462841	4.504620392
ATG4B	4.64385619	5.675251386	5.923624611	6.171927354	6.283551423	5.64385619	4.061776198	4.053111336	6.915281866
ITPR1	4.733354341	4.791814071	2.608809243	2.906890596	4.727920455	4.749534268	4.061776198	3.87774425	2.906890596
CEP95	4.452858965	4.781359714	5.09592442	4.791814071	4.857980995	4.930737338	4.705977902	4.797012978	5.145677455
RRP1	0	9.686675601	6.14363831	7.220136447	9.394248311	8.541096615	0	0	7.478971805
KIAA0930	0	8.35974956	9.597307691	9.551323748	9.059344461	8.449561375	0	0	10.29324172
DIAPH3	0	8.537606691	8.66498053	9.221103725	9.23146121	8.103287808	0	0	9.812177306
ERGIC2	0	9.164152708	9.493655339	9.892694591	8.807998839	8.750204509	0	0	9.495055528
Q2NL67	0	8.172427509	8.865423978	7.919459269	8.752882366	9.224001674	0	0	8.553053253
CASP2	0	9.248639194	8.882031608	9.282856762	6.528258743	8.919161284	0	0	6.778734244
MAT2B	4.40599236	3	4.678071905	3.655351829	4.321928095	3.981852653	2.827819025	4.378511623	4.554588852
RHPN2	0	8.775116404	9.260919534	9.530406337	8.001126665	8.397032817	0	0	8.871905238
PIBF1	0	8.405566974	8.624247146	8.648896806	8.806066226	8.386293635	0	0	9.208965886
KIF22	0	8.649615459	7.441284272	7.474111514	7.841721581	8.852685552	0	0	6.866660751
FBXO46	0	7.155830172	8.915879379	7.64096791	9.095397023	8.388878339	0	0	9.468827655
CRYBG3	0	8.48058827	7.800252806	8.691045553	9.173427297	7.318316841	0	0	9.4108753
OSER1	0	8.283088353	7.928962441	8.14363831	8.440869168	8.158357226	0	0	8.170926525
USP32	0	8.47208155	6.300123725	5.510961919	8.931032942	9.215290306	0	0	5.963474124
HNRNPL	0	7.145677455	8.70494111	6.765534746	9.351822645	8.925406083	0	0	9.019590728
STARD3NL	0	8.080551077	8.870672955	8.485024233	7.802193217	8.539158811	0	0	8.331812684
PER1	0	7.95942242	8.983563697	8.931623968	8.244125943	8.1048608	0	0	9.074944224
SREK1	0	7.142617655	8.836366009	7.089582893	8.908992993	8.917372079	0	0	8.831623937
TULP4	0	8.425425735	8.987264012	8.855802872	8.361505198	8.495455333	0	0	8.865114619
KIF2A	0	8.505414609	8.66498053	9.089053172	7.830990481	8.272396509	0	0	8.158862106
AKAP17A	0	8.671010241	6.581953751	3.608809243	8.327777171	9.453270634	0	0	3.548436625
LIN9	0	6.669593751	9.310158318	7.099084761	8.800252806	8.70286529	0	0	9.385215307
RPL23A	0	7.905086099	8.484218708	8.410239331	8.284014345	8.027905997	0	0	8.750204509
HEXIM2	0	8.096978636	8.016808288	7.90147032	7.626439137	8.387155718	0	0	5.899659026
BIRC3	0	9.353367404	7.598424761	8.907191126	7.994919089	8.238404739	0	0	7.400879436
MBIP	0	7.79246496	8.099610812	7.527477006	7.700439718	8.454504938	0	0	7.365447589
RAB18	0	8.113221243	8.705977902	9.053654418	8.248876343	7.643134662	0	0	9.109830654
PDXDC1	0	9.013183074	3	5.532940288	8.115823977	7.633721813	0	0	4.727920455
KDM5C	0	8.409390936	7.271463028	8.157852169	8.20701432	7.345183447	0	0	7.961160258
AKAP9	0	8.62058641	6.62935662	7.175923742	8.021257621	7.927777962	0	0	6.586464526
CXCR1	0	8.260213887	9.896181011	9.73013044	5.749534268	8.344295908	0	0	7.038918989
DVL2	0	7.914086097	6.947198584	6.930737338	8.689997971	8.076281167	0	0	7.783325685
NFIL3	0	8.158862106	8.568716189	8.278914019	6.459431619	8.54341855	0	0	6.77478706
EIF3A	0	8.728600811	6.303780748	6.992088609	8.296457407	8.327777171	0	0	6.601399391
SMNDC1	0	8.242697768	8.231221181	8.668175869	7.769507291	7.841721581	0	0	8.229299509
UBXN6	0	7.596189756	7.163901214	6.937815169	7.990387652	7.905086099	0	0	7.390598906
DMWD	0	8.527867927	8.267254872	8.46311562	6.914086097	8.425006041	0	0	6.318316841
KAT8	0	7.466790238	8.215775653	8.128252152	7.615445725	7.588714636	0	0	8.403012024
PCNX3	0	7.586464526	8.693138438	8.339850003	7.727920455	7.856114234	0	0	8.587964989
HBS1L	0	7.002252452	7.988116585	6.993221467	7.813139851	7.965784285	0	0	7.888134388
WIPI2	0	7.814422247	7.474111514	7.903881846	7.731997787	7.52277767	0	0	7.632995197
SART3	0	8.361505198	7.605849867	8.266786541	7.608809243	7.483009577	0	0	7.525129251
TMEM115	0	7.840463234	8.474517164	8.46311562	7.094869433	8.05039286	0	0	7.909293086
SHOX2	3.817623258	3.632268215	4.09592442	4.523561956	4.185866545	3.364572432	3.776103988	3.754887502	4.776103988
PPP1R12B	0	7.988116585	8.477353527	7.986979709	7.468420402	8.552669098	0	0	7.532161085
GCN1	0	7.832890014	7.370687407	7.969818186	7.350497247	7.139551352	0	0	7.502235115
KHDC4	0	7.781359714	6.874059203	7.656067274	8.310612782	7.06608919	0	0	7.921840937
OSBPL9	0	8.637711669	7.474111514	8.55880334	7.75087444	7.845490051	0	0	7.491051376
COPA	0	7.876516947	7.271463028	7.309248961	7.692092375	7.680886921	0	0	7.11997861
CWF19L2	0	8.199672345	8.263503957	7.951284715	7.377644358	8.409815196	0	0	6.942514505
PDCD6IP	0	7.820817182	8.167418146	8.386293635	7.00337736	7.749534268	0	0	7.398316163
TRAF7	0	7.008988783	8.541871009	6.98982022	7.74281467	8.255972742	0	0	7.760220946
GMNN	0	7.208478242	7.941341105	7.422905743	7.68580002	7.737416366	0	0	7.89056829
RTEL1	0	7.539158811	7.972118218	7.816983623	7.434628228	7.74281467	0	0	7.725195817
JOSD1	0	7.642412773	9.320574934	8.150255021	6.283551423	8.843921051	0	0	6.102238194
AQR	4.078951341	4.03562391	4.09592442	4.412781525	3.847996907	3	3.897240426	3.232660757	3.981852653
NRBF2	0	7.619119511	7.928962441	7.361066489	7.156841525	8.286788759	0	0	6.5360529
LRRC42	0	7.952450058	7.479780264	8.281234585	7.11997861	7.297374861	0	0	7.508587112
PHC1	0	7.738767837	7.432124273	8.179411523	7.567575869	6.896029603	0	0	8.142107057
MTMR6	0	7.963474124	7.526694846	7.884475819	6.933100475	7.46760555	0	0	7.130313146
TBCK	0	8.807676916	5.840463234	9.463728707	8.384567923	5.572889668	0	0	8.976134473
L3MBTL1	0	7.740118043	8.378511623	8.216745858	6.525129251	7.987548259	0	0	6.957682486
SPTAN1	0	7.155830172	6.886306263	7.642412773	6.517275693	6.50779464	0	0	6.957682486
SBNO2	4.738767837	3.560714954	2.807354922	4.193771743	4.129283017	3.44625623	3.981852653	3.548436625	4.307428525
RAN	0	7.231701199	8.281234585	7.778734244	6.850499414	7.388017285	0	0	7.809928866
HELB	0	7.749534268	7.486231678	8.103287808	7.407692649	7.129283017	0	0	7.692789835
MPHOSPH9	0	7.99095486	6.798309782	8.230260665	7.540709263	6.757556689	0	0	7.452858965
ATG16L1	0	7.299208018	6.699051844	7.359310317	7.716990894	6.817623258	0	0	7.76884596
STAU1	0	7.485426827	7.643134662	8.261154673	7.375039431	7.027905997	0	0	8.201143732
PKP4	0	7.831623937	7.723831566	7.539158811	6.614709844	8.030115331	0	0	6.902073579
RFFL	0	7.41869595	7.605849867	7.52277767	7.175923742	7.802193217	0	0	7.402585758
KIAA1328	0	7.406842755	7.689997971	7.756222713	7.441284272	7.54225805	0	0	7.495055528
RILPL2	0	7.171927354	7.043300754	6.482202926	7.456970381	7.758223215	0	0	7.473299871
CPNE3	0	7.340740281	6.781359714	6.556122818	7.715618859	7.572131751	0	0	6.191799501
E2F7	0	7.397460726	6.549977143	6.673839056	7.897845456	7.573647187	0	0	6.678071905
MYBL2	0	7.532940288	7.842350343	8.146186791	7.224966365	7.311067102	0	0	7.889351853
CRACD	0	6.802193217	6.996614715	7.309248961	7.029011087	6.666756592	0	0	7.408542042
DNAJC19	0	7.007868243	6.404290064	7.381975479	8.289096702	6.129283017	0	0	8.728940868
FBXO22	0	7.784634846	7.622051819	8.131856961	6.619119511	7.400879436	0	0	6.875288598
TANC2	0	7.320123598	7.843607046	8.140574178	6.949534933	7.17990909	0	0	7.744833837
ACTR2	0	7.631540867	7.460251099	8.230260665	7.288173968	6.966937979	0	0	7.980139578
SAP30	0	7.39145842	6.696272084	7.593204354	7.304693557	6.532940288	0	0	7.070389328
MAPK8IP3	0	7.283551423	7.526694846	7.750204509	7	7.196725061	0	0	7.381110294
RPS6KA3	0	7.510961919	6.14363831	6.215290306	6.857980995	7.214319121	0	0	5.776103988
SLF2	0	7.279842694	8.236970886	7.853621456	6.790511412	7.523561956	0	0	7.507001733
CEND1	0	6.577428828	8.048759312	7.573647187	6.937815169	7.145677455	0	0	7.61176256
MED12	0	6.129283017	8.05202456	6.765534746	7.563005553	7.389738879	0	0	8.290018847
ZFAND5	0	8.458611673	6.048759312	6.722466024	6.920055055	7.084276911	0	0	6.121015401
NPAT	0	7.477353527	5.083213368	5.141596278	7.795065583	7.427103287	0	0	5.004501392
MLH1	0	7.559185866	4.87282876	4.350497247	7.615445725	8.01402047	0	0	4.649615459
IER2	0	6.712870868	7.427103287	7.317412614	7.199672345	7.332707934	0	0	7.128252152
TIMM50	0	7.102238194	5.354028938	5.970393538	7.671717965	6.257387843	0	0	6.521992956
POLM	0	6.847996907	7.632268215	6.935459748	7.0725346	7.510961919	0	0	7.215290306
MED16	0	6.705977902	7.820817182	7.354028938	6.966937979	7.100136671	0	0	7.758223215
M6PR	0	6.840463234	5.850499414	6.050936965	7.655351829	6.183883459	0	0	7.015693807
HERC1	0	7.634448062	7.015693807	7.782015335	6.54689446	7.075746538	0	0	6.705977902
KDM4B	0	7.225930411	6.87282876	7.319220503	7.225930411	6.756222713	0	0	7.131342539
CHD2	0	6.723831566	7.437960088	7.317412614	7.540709263	7.09592442	0	0	8.105908509
ETV3	0	6.982993575	7.193771743	7.223036338	6.614709844	6.930737338	0	0	7.059614856
POLR3E	0	7.52277767	6.404290064	6.296457407	6.981852653	7.529820947	0	0	5.469234794
SAC3D1	0	7.29186137	5.189824559	5.478971805	7.445428759	7.163901214	0	0	5.746850183
CBFA2T3	0	6.95419631	6.651051691	6.43629512	7.341630009	7.157852169	0	0	6.910492832
RANBP10	0	6.9795681	6.354028938	6.037821465	6.962317655	7.406842755	0	0	5.968090752
MPP7	0	5.578938713	7.422064766	5.520422249	7.931328485	6.982993575	0	0	8.116343961
CCDC85B	0	6.616181231	6.177917792	5.193771743	6.994353437	7.34251919	0	0	5.439623138
ARHGAP33	0	5.465974465	7.178913785	6	8.082149041	6.451211112	0	0	8.795065583
RETREG2	0	7.578938713	4.314696526	5.10433666	7.115823977	6.971543554	0	0	4.285402219
FAM91A1	0	7.170926525	7.569096095	7.63008507	6.77478706	7.006746832	0	0	7.006746832
FOXJ3	0	7.245077275	6.121015401	6.470862199	7.023477152	6.970393538	0	0	6.048759312
SLC12A4	0	7.237448996	4.026800059	4.185866545	6.958842675	7.405141463	0	0	4.070389328
PAXIP1	0	6.813781191	5.572889668	5.368069877	7.317412614	6.930737338	0	0	5.752213368
XPR1	0	7.122051448	6.276124405	7.045486656	6.74281467	6.373300197	0	0	6.496654083
PQBP1	0	6.689299161	7.289096702	7.435461914	6.649615459	6.699051844	0	0	7.476543706
BYSL	0	6.855491443	6.011227255	6.54689446	6.209453366	6.881419908	0	0	5.259272487
IGF1R	0	6.783980414	6.957682486	7.332707934	6.506208389	6.506208389	0	0	6.953032377
PRMT1	0	6.910492832	7.396604781	7.404290064	6.528258743	6.864186145	0	0	6.871597266
CPSF1	0	6.539158811	6.793115555	6.599912842	6.948367232	6.82527683	0	0	6.988684687
ZNF48	0	6.373300197	7.007868243	7.30560579	6.669593751	5.925999419	0	0	7.683696454
DDX59	0	7.01346226	6.520422249	6.846744023	7.04220656	6.669593751	0	0	6.626439137
BAG4	0	7.447909749	4.694880193	4.749534268	7.403438163	7.466790238	0	0	4.972692654
THOC1	0	6.686500527	4.62058641	5.381975479	7.780703794	6.074676686	0	0	6.934280594
PTPN23	0	6.368069877	7.784634846	6.924812504	6.727920455	7.433794059	0	0	6.359310317
CBX8	0	7.573647187	5.949534933	7.055282436	6.575917361	6.375039431	0	0	6.261154673
MAPRE2	0	7.025693274	5.590961241	5.429615964	6.948367232	7.198690586	0	0	5.66106548
NOL6	0	6.553053253	6.426264755	6.499845887	6.811214118	6.676662335	0	0	6.482202926
FAM114A2	0	5.623515741	5.984133595	6.022367813	5.153805336	5.270528942	0	0	5.765534746
PPP3CC	0	5.974988112	6.135452784	5.840463234	8.074676686	6.348728154	0	0	8.178913785
DGKZ	0	6.06608919	6.590961241	5.727920455	6.395748328	6.918863237	0	0	5.817623258
MIER2	0	7.108524457	5.545350645	6.6794801	6.330916878	6.364572432	0	0	5.300123725
BCKDHA	0	7.719731057	4.517275693	6.842978832	7.701133155	5.827819025	0	0	6.740118043
PFN1	0	6.51412226	6.496654083	6.630813152	6.924812504	6.14974712	0	0	6.844234988
NAPG	0	5.711494907	7.428778891	5.918863237	6.261154673	7.381975479	0	0	6.366322214
OTUD3	0	6.539158811	4.87282876	4.882643049	7.194756854	6.76420813	0	0	5.426264755
HLA-DRA	0	6.362820526	7.254556252	7.6395216	6.076815597	6.332707934	0	0	7.189824559
SOBP	0	6.554588852	6.465974465	6.770829046	7.010108453	6.431288654	0	0	7.266786541
GSDMD	0	6.832890014	7.311975314	6.5360529	6.201633861	7.359310317	0	0	6.063934306
MAG	0	6.62935662	6.935459748	7.324630615	6.51412226	6.01346226	0	0	7.177917792
CDC25A	0	6.346956889	6.287250643	6.399171094	6.619119511	6.343407822	0	0	5.746850183
NSD1	0	6.520422249	6.503030646	6.87036472	6.506208389	6.187846909	0	0	6.850499414
FYN	0	6.361066489	6.289096702	4.99095486	6.30560579	7.619119511	0	0	4.727920455
PHF11	0	6.762880293	6.031218731	6.692092375	6.666756592	5.789207575	0	0	6.852997588
RPAP1	0	5.694880193	7.882031608	6.121015401	5.632268215	7.036723106	0	0	6.074676686
ARMC5	0	6.452858965	5.820178962	6.171927354	6.201633861	5.551516018	0	0	6.21916852
BORCS8	0	5.984133595	6.240314329	5.703211467	6.38024459	6.387155718	0	0	6.247927513
MKRN2	0	5.949534933	5.909293086	6.520422249	6.723831566	5.523561956	0	0	7.303780748
CEP120	0	6.359310317	6.12722055	6.824004051	6.749534268	5.752213368	0	0	6.816343705
LURAP1L	0	7.155830172	6.002252452	8.570235215	5.762880293	4.958842675	0	0	6.721099189
ANKRA2	0	6.279842694	7.278914019	7.029011087	6.017921908	6.809928866	0	0	6.483815777
ACBD6	0	6.022367813	6.562242424	6.277984747	6.23457796	6.230741003	0	0	6.6395216
PCNX1	0	5.221103725	6.646738698	5.532940288	6.48058827	6.417852515	0	0	6.532940288
UBQLN4	0	6.721099189	7.383704292	7.347842794	4.357552005	6.671010241	0	0	4.99095486
GPATCH11	0	6.375039431	6.320123598	6.540709263	5.951867504	6.193771743	0	0	6.175923742
DDX18	0	6.658211483	3.972692654	7.141596278	7.824640581	4	0	0	8.298291731
CERT1	0	5.899659026	6.499845887	6.64096791	5.986410935	6.006746832	0	0	6.303780748
RPL18	0	5.804776378	6.662490364	6.915281866	5.350497247	5.680886921	0	0	6.409390936
TADA2A	0	6.490249211	6.203592714	6.327328083	6.011227255	6.336283388	0	0	5.963474124
PMS2CL	0	6.414473836	3.364572432	4.078951341	6.601399391	6.112700133	0	0	4.399171094
RGL2	0	6.244125943	6.593951284	6.614709844	5.797012978	5.974988112	0	0	5.822730148
INO80E	0	6.329123596	7.347842794	6.316507819	5.14974712	7.222070355	0	0	5.285402219
MAPKBP1	0	5.757556689	5.87774425	5.757556689	6.257387843	6.153805336	0	0	6.375039431
SCRN2	0	6.221103725	5.949534933	5.655351829	5.87282876	6.112700133	0	0	5.462706751
CLK2	0	6.934280594	4.786596362	4.689299161	5.452858965	6.971543554	0	0	3.459431619
ZNF292	0	5.655351829	6.668175869	6.963474124	5.078951341	5.809928866	0	0	5.958842675
DCTN1	0	5.259272487	6.240314329	6.078951341	6.649615459	5.371558863	0	0	7.461888664
BCL2L11	0	4.722466024	4.727920455	4.292781749	4.378511623	4.548436625	0	0	4.350497247
INTS6L	0	5.635173947	6.520422249	6.662490364	5.909293086	6.033423002	0	0	6.749534268
RPA2	0	5.125155131	6.596935142	5.381975479	6.274261661	6.671010241	0	0	6.390598906
GPKOW	0	5.746850183	5.997744026	5.708739041	5.815063017	6.253611152	0	0	5.655351829
PABPC4	0	5.617651119	6.696272084	6.309248961	5.882643049	5.842978832	0	0	6.419538892
RFX1	0	6.171927354	5.263034406	5.697662633	5.794415866	5.894817763	0	0	5.862947248
RTCA	0	5.899659026	6.207502459	6.133399125	5.799605422	5.746850183	0	0	6.226893814
ELP2	0	5.842978832	6.817623258	6.668175869	5.551516018	6.04220656	0	0	6.601399391
HECTD4	0	5.757556689	5.057450272	5.217230716	5.560714954	5.51412226	0	0	5.137503524
