,"Gr1_F2: 126, Sample, 1","Gr1_F1: 126, Sample, 1","Gr1_F2: 128C, Sample, 4","Gr2_F2: 128N, Control, 781","Gr1_F1: 128C, Sample, 4","Gr2_F1: 128N, Control, 781","Gr1_F3: 126, Sample, 1","Gr2_F3: 128N, Control, 781","Gr1_F3: 128C, Sample, 4"
HTATSF1,5.623515741490549,6.078951341394822,9.014578464922891,8.138015753487569,8.912589990852627,7.659639187015652,5.906890595608519,9.420381341196636,9.12825215227739
NCBP1,8.700786478157397,9.188341576010815,8.96664964210534,9.052568050804153,9.118941072723507,8.294620748891628,8.322829497628895,9.419328202204774,8.462297765538889
SAP30BP,10.068509594673175,10.045350134472361,9.98099636973059,9.94632147710713,9.837943241891027,10.397567683465963,9.92955431573285,10.046987545079482,9.81985974678364
DNMT1,7.87528859822269,7.295539370406834,9.570235214974604,8.205548911173034,9.294161218694752,9.114523197399611,7.713558356404792,9.5753501525239,9.253611151947169
TRIM22,9.730639955916791,10.075612849969174,8.98896865391035,8.985272714253448,9.492454094064211,8.78103179102276,9.942221244835967,8.927185357826366,9.330468766590316
DAPP1,10.03713508879093,10.184999280457511,9.193771743396681,8.673839055990438,9.2994369994275,8.353587949195417,10.618752553536732,9.06582000582393,9.73047013718422
GPALPP1,10.86573327085176,10.839046280040574,10.227615943414223,10.32822611878773,10.213104219641906,10.419012110538535,11.072132604167233,10.339293300180094,10.419328202204774
ARHGAP19,9.049848549450562,9.136222153170195,8.238882373840578,8.507794640198696,8.267723051627422,7.361066488794321,9.844705764411938,8.222553427423428,8.904183003245027
CORO7,10.272513151721858,9.973840839533146,9.704076548091582,9.159366809743736,9.324405598493605,9.415952981970417,9.82097669262124,9.169925001442312,9.13699111208023
HMG20A,10.227856573060498,10.502235114856795,9.727239777484808,10.162265433644395,9.93191939010004,9.935901682267588,10.333267182800954,10.267020725427319,9.748696027542904
FGD6,6.491853096329675,5.9140860970127225,9.230500853639107,10.23912113181231,9.718361626138355,9.730639955916791,6.362820525534263,10.066627409095199,9.548629279439053
BAD,10.549303368513575,11.227796419411485,9.668175868970138,10.7526315282231,10.330244658622348,10.715704649521182,11.02389293406326,10.736824699098864,10.249706056969705
MACIR,9.485426827170242,9.79766152585376,9.448116305409464,9.547472964890732,9.799767295669207,9.012345190419829,9.494255586544979,9.473096889074025,9.462093229486815
ZCCHC8,10.554396991175873,10.255382706802274,10.340740280630179,9.380244590478185,10.115953990957788,9.366103607526572,10.328787107650767,9.501837184902296,10.086401645880029
TFDP1,10.725707078837669,10.755889026008541,9.843764057432752,9.636805852255575,9.79814774561039,9.994777696541636,11.174925682500678,10.000704269011246,10.269594251683372
RPS27,9.744329310464892,10.509280168087859,9.92020396279501,10.677279191312175,10.734286232096347,9.218199943694737,10.069449767427784,10.271346300282572,10.402798906647083
WAS,7.751544059089098,8.64961545906341,7.963474123974886,9.100925101056902,8.824640580853423,8.89026427702111,8.290018846932618,9.471675214392045,8.566815154010897
POLR1F,11.436295119839363,11.345072534634015,10.960364008877834,10.18759951253579,10.837549095222759,10.973912570796847,11.054468656195478,10.381759231080183,10.502533490310112
IFNAR1,9.971112405357369,10.160627796661606,9.635173946674923,9.438583956469984,9.773304076731971,10.014857381316393,9.813460556691684,9.20725841036353,9.398957408706362
PPP4R2,7.918863237274595,8.592083233653891,9.856581150764821,9.824322350998623,10.357552004618084,9.790022611265801,7.727239777484807,10.018756559476076,9.196970897889951
DDX3X,7.439623137557117,8.488643539853785,7.249824548616183,7.823367240046235,8.39746072605472,7.660352509670921,7.621319301014191,7.783325684813521,7.423746229114772
KIF18B,10.57061472176119,10.538673953082668,10.422169915040676,10.123345460753276,10.278681757559344,9.822411496360477,10.275426158084247,9.827342704234116,9.997179480937621
GTPBP1,8.509379148914688,7.868513923895463,8.459431618637296,10.671187204791815,7.840463233869542,10.20811240094161,8.022922589055629,10.077349829621605,8.031770114160672
NCAPH,9.475936042446387,9.767025732930545,9.304921669581672,8.899054756194413,9.461684070368676,7.908092340818271,9.197462446460598,7.95303237725324,8.92184093707449
RUNX1,10.3041231193469,10.45409362036545,9.941487832669853,9.366759328335174,9.98896865391035,9.580258567499788,9.9040324323488,9.978138415069962,9.422485315670292
HJURP,9.816183681432342,10.449561374613236,9.076548406561894,8.99378756313484,9.627898615871748,9.614893849605016,10.892998093055072,9.483614269471362,10.12166301736623
TASOR,9.880348808156027,9.624795455860237,10.459431618637296,10.214683391738413,10.271929843970861,9.60733031374961,9.456970381121014,9.988826677327951,10.020285500844647
RIPK2,10.314696525656286,10.13429796085958,9.68141412519875,9.40045254027644,9.515502735333959,9.178415874383042,9.859690073508457,9.731828127674783,9.345405246717796
CWC22,8.046032614754207,4.602884408718419,10.452447177914701,9.891024190149498,10.206770188686825,10.11608399276377,6.330916878114617,10.247690208559279,10.25467434588417
SMARCA4,11.148730779173189,11.759430508400774,10.477859433656922,10.738514532429267,11.055350229727884,10.11608399276377,11.573836505129036,10.33371442609397,10.847918633216304
RUBCN,11.162202481968116,11.168609445396458,10.720671786825555,10.173926931999809,10.68238016665623,10.357112091505698,10.806469067250136,10.21334728173344,10.231461209834256
LRCH1,9.520422248526446,9.916327351216609,8.875595783370425,9.632449995256685,9.246027980528105,9.618936044162211,9.658211482751796,9.154564982454229,9.022922589055629
IKBKG,9.61378946447258,9.79620188260992,9.577051109735152,9.967370377016113,9.754052367528924,9.998449396943917,9.204571144249204,9.881572857474032,9.252192340122386
SYNE2,6.3750394313469245,7.487840033823051,8.14006285569821,8.391458420049668,9.445635671399437,8.757556688939452,8.037821465434968,9.526499239136566,10.165535141377925
LIN54,10.698096905482734,10.428046053958436,9.980568037289157,9.772974317864048,9.69261550169458,10.05297553422471,11.251896578617242,10.148984931387515,10.475328122622424
NOP58,9.362382216236988,8.765866209900539,10.209209646557353,9.228818690495881,9.673485757337788,9.395105654603528,9.19574129324645,9.613236954716333,10.03342300153745
CSTF2,10.595630463623008,10.893377380340926,10.285748978878553,10.577995220128695,10.668441828052998,10.429825156551974,10.758889432720965,10.236492618381302,10.507794640198696
IRS1,10.271929843970861,11.203348002979762,9.826071747172827,8.924218679748503,10.756055879075388,9.053382902585708,10.250890535723341,9.608809242675523,9.835576745038752
PTPRC,10.63562743897454,10.784062233904482,10.406205005418855,9.369379235303752,10.456765088336478,9.97627770391054,10.179784714391694,9.896937815182312,9.692441147347774
FRYL,9.092492886859056,9.677014856555722,8.516093963417184,9.170175447591868,9.10276309662559,9.541871008841488,10.033698298750554,9.673839055990438,9.474314353315801
WRNIP1,8.54457811733884,8.227856573060498,10.050528905530555,9.76254814256653,9.932952892194715,9.89132804336058,7.758889432720965,9.701479748252856,9.810089584826024
ARID4B,10.090641751917847,11.035761355073644,9.434002646197037,9.609548138999429,10.201878863299966,9.639702467691462,10.708049251702217,9.946613905412761,9.897845456005511
RBM6,7.425425734590699,6.543805175964396,9.52884476742596,9.088523256616632,8.355791546753647,10.29748950116098,8.584586749959588,10.197339575018127,10.568716188731727
SRPRA,7.6858000197448915,7.297374860528325,8.354469792157401,9.71699089440494,7.946028989515477,9.380893916889667,8.176921111644361,9.672778900370739,8.693486957499324
ARPC1B,10.142617655446577,9.996897125512335,10.193402153272746,9.64745842645492,10.052160452259024,8.769507291436245,10.253611151947169,8.87098112422465,10.233380006513967
SMARCC2,9.89678648618014,9.78119576159075,9.981567281903015,10.147968053783556,9.846744023244868,9.71338651493703,10.236373026634155,9.705286790272472,10.309135250862596
CLSPN,11.325080543554284,11.66879636391296,9.883101460118509,9.897240425574799,10.283435669570451,10.403118570234392,11.233739496953358,10.182766773930854,9.816183681432342
DNMBP,9.421223299225138,9.576295376328195,9.24007576876419,8.07628116657949,9.399811959325685,8.685449638433907,9.383272283175753,8.494655612900209,9.172927489603836
RPLP2,10.228457971643923,10.13929553272601,9.898752526164841,10.384459997604978,9.827977763137685,10.251482410620213,9.860311054919482,10.12825215227739,9.480790201095816
BRD4,9.77544567410286,10.100399529087195,10.086401645880029,9.979710990705009,10.228337711981379,9.852529509404196,9.761052518938024,10.020979938904212,9.943393929347506
SORBS2,10.293586600038616,10.197216693110052,10.423431104054531,9.96289600533726,10.401306206006016,10.402372578322204,10.017225996044697,10.157852169141737,10.197462446460598
AHCTF1,6.596935142387232,8.734032139564931,6.546894459887636,8.016251155012748,8.82623067805053,8.749534267669262,8.369379235303752,8.40896655165431,8.529820946528694
R3HDM1,8.626804144932251,8.371994393193653,9.845490050944376,9.002815015607053,9.728430751700238,8.712527000439824,7.427103287152841,8.928962440835978,8.872828759534885
ADD3,9.752882366273091,9.782179193831208,9.755054471093796,9.769672576999913,9.775774868637292,9.310385567698765,10.145932145820515,9.520029304212185,10.116733826134015
IRF2BP2,9.208478242211706,9.328001662149257,10.614893849605016,10.593204354063287,10.070389327891398,10.261507309202056,9.536830005048058,10.102238193930738,10.822013082881131
CC2D1A,10.021257620560519,9.930145947908821,9.96289600533726,9.569665767546295,9.812177305514448,9.225930411171055,9.671010241278452,9.730979533425923,9.657139776593148
PRDM2,8.418274293880538,9.224725252767593,8.702865289815186,9.078951341394822,9.153552031708111,8.5980525001616,8.25691629667084,8.902977995832403,8.525129251203973
OGFR,6.836681593327116,6.17192735435346,9.136222153170195,9.024585638278273,8.250298417906333,9.622234890967425,5.173926931999809,10.06998673404453,7.446256229889564
NOB1,8.85829188728283,7.762215915727782,8.22013644739608,8.824004050933153,6.764208130139947,8.122569192216446,8.287250643254616,8.704941110376033,7.673839055990439
HMGXB4,10.87973639382405,10.430138888213728,9.987406142513606,9.815223165390943,9.612315634651246,9.47937609116166,10.689735957003212,9.708221730038353,9.781523646828727
SAFB2,9.270996060740275,10.017643583497337,8.560714954474479,8.566054038171092,9.303780748177102,10.279146244054306,9.343629894959053,10.39778157450281,8.624978179569036
SRFBP1,9.119978609654877,8.620952902271679,9.021535248780541,7.287250643254617,8.366322214245816,8.486231677981012,8.243173983472952,8.429197488479907,8.135452784185173
SEC31A,10.878817284614229,10.307542369740808,10.626895382563326,10.004922678569045,10.064338591882816,9.46740176520507,10.615077831629227,9.925554439873554,10.393390457443987
RNF20,8.96837880137054,9.137247340664668,9.883865154509795,10.014578464922891,10.096978636370537,10.15532422905059,8.893604904858293,10.13903966768306,9.80928581019891
KRI1,9.485024233323374,9.638073837180718,9.627898615871748,9.15025502130218,9.701826258412055,9.376342482804668,9.27891401949994,9.61157815474208,9.498649787768413
DBF4,10.826548487290914,9.542644986886279,10.264911693074465,10.292551709357967,8.96289600533726,9.626074036090309,10.592737326432752,10.058532970201611,9.95041008927126
PI4KB,11.10643207781693,10.897316068256211,10.286442248974012,10.306175641882165,10.098690096673593,9.93781516880342,10.626530397414106,10.123216111666276,9.876209957513753
GLCCI1,4.940166750482817,4.727920454563199,8.532550739284268,10.116993677546981,7.590212761408359,9.16314646881125,6.230741002626909,9.677367292136049,9.21091481607392
DOCK8,9.639159795109968,9.341852355795773,9.335167010001028,9.577995220128695,9.028458647425479,9.044667331184076,10.439415361213287,9.353367404206699,10.010388235311854
OSBP,9.347842793638156,9.838731212330021,9.374387464005459,9.429825156551974,9.955213982146333,9.671010241278452,9.409390936137703,9.31944632940715,9.427522370682553
XRCC1,8.74550626586916,9.301038849903147,10.287827790536342,10.228578221282742,10.733523820207665,9.302867360972874,9.086401645880029,9.955068644409758,10.607237830334029
AATF,10.210184275907636,10.151397147004438,10.041111535369152,9.95637615724967,10.025416444544186,10.153805336079035,10.078684546194637,9.75120928822302,9.886611111851002
SQSTM1,7.759555343206311,6.710117632043446,9.677719641641009,9.417219615099091,9.040837649266594,9.880654917862435,7.529820946528695,10.04671477233507,9.393390457443987
ZNF592,11.360133788653636,10.844313461203296,10.635899465946382,10.539643506238036,10.064338591882816,10.251837419039562,11.388286419762647,10.09987376558251,10.634538817877129
ZNF106,10.228698460899505,10.165283888322449,9.924515622229924,9.077082738064629,9.902073579310743,8.015693807105146,9.291631182900902,9.205793249397157,8.98470326682514
EFR3A,10.24293589533958,10.24174486494015,9.542451531298877,9.295309769858742,9.595257481449035,9.019590728357882,9.484822894262146,9.433585441150495,8.721441019070326
ESPL1,8.860155834623363,8.24269776790801,9.169173402029173,7.840463233869542,8.578938713093386,8.543031820255237,7.093813673402728,8.509379148914688,7.419538891513785
NFKB1,9.932952892194715,10.122698599315326,9.205793249397157,9.517472554101051,9.323730337521347,9.036997774267352,10.379594971687071,9.454299293619899,9.568716188731727
HCFC1,11.140126780861207,10.199549661470426,11.218926437226274,10.348949409509617,10.113221243479568,10.189701035181077,10.943613701614042,10.032872249463233,10.868205226977437
TFEB,10.660530785239994,10.683959567783196,10.396604781181859,9.83620819052028,10.583176812354235,10.027214885159834,10.95375994549746,10.066627409095199,10.723916869971525
RFC1,9.214319120800766,9.036723106005525,8.513332823740127,9.479780264029099,8.371558862611963,9.31944632940715,9.66586883415518,8.823367240046235,8.906289347406073
POGZ,10.7476055867496,10.044667331184076,10.029011086659068,9.662312330342761,9.404715826596632,9.621319301014191,10.956884314614534,9.691569059404342,10.241029774446755
RBM23,9.494855584491198,6.133399125417198,9.963474123974885,9.415107941652867,6.659639187015652,8.496254610061278,9.248876342837134,9.438583956469984,9.777912804113358
ZNF326,10.350386742312843,11.405141463136344,9.423956274254676,10.260331518557601,10.444704332890744,10.173302361644632,10.972477267449202,10.725877459120227,10.086268941557543
RALGAPA1,10.86982514939646,10.891252086057229,10.394677046448002,10.226773423448158,10.373843932732447,10.499646606049545,10.944126373411008,9.841249829516796,10.448116305409464
TBC1D10B,9.528063348291953,9.437544026315472,9.714245517666123,10.026523442519766,9.261389773250148,10.29220658076315,10.04916787237217,9.966361247293607,9.92510932390122
SLC29A1,8.729960561018016,9.2350568627071,9.026523442519766,10.1800334549166,9.307883849494871,9.979568100095186,8.786923022152791,9.741298437415514,8.908092340818271
